,4dwm,as,awk,bc,binhex,bison,cat,cc1,chmod,co,col,cpp,date,detex,download,dpost,drf,dvipost,dvips,echo,egrep,endsessi,env,eqn,ex,expr,faces,fgrep,fifo,file,find,finger,flex,gcc,generic,gethost,getopt,getpgrp,gettxt,ghostvie,gre,grep,gs,hostname,hpost,id,launchef,lc,lcc,ld,ld_,less,ln,lock,lp,lpdsend,ls,mail,mailx,make,man,mc,mediamai,mimencod,mkdir,mkpts,more,mp,munpack,nawk,netscape,netstat,nm,platform,popper,post,postprin,postreve,ppost,pq,pr,ps,pwd,reaper,rm,rmdir,sed,sendmail,sgihelp,sh,sleep,slmhelpe,sort,spec,spell,sprog,stty,tail,tbl,tcpostio,tcppost,tcsh,tektroni,tel,tellwm,telnet,test,toolches,touch,tput,troff,true,tset,ul,uname,unlock,unpack,userenv,virtex,wait4wm,wc,whereis,which,who,whois,xclock,xconfirm,xdm,xdvi,xdvirea,xfig,xhost,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
46,0,0,1,0,0,0,8,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,19,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,2,0,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,4,0,0,3,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,0
47,0,0,0,0,0,0,2,0,2,0,0,1,5,0,1,0,0,0,0,4,0,2,1,0,1,0,0,0,1,0,2,0,0,0,7,1,0,0,4,0,0,1,0,4,0,0,6,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,12,0,0,0,0,0,0,2,0,0,4,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,3,16,47,0
48,0,0,1,0,0,0,5,0,0,0,0,0,5,0,1,0,0,2,1,0,0,0,0,0,1,2,0,0,3,2,2,0,0,0,12,1,2,1,0,0,0,2,0,2,1,2,0,1,0,0,0,0,3,3,3,0,5,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,48,0
49,0,0,1,0,0,0,4,0,1,0,0,0,4,0,1,0,0,2,1,2,0,0,0,0,2,0,0,0,2,0,1,0,0,0,9,1,1,1,0,0,4,1,0,2,1,1,0,3,0,0,0,0,3,2,1,0,6,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,1,2,0,0,7,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,0
50,0,0,1,0,0,0,7,0,0,0,0,0,7,0,1,0,0,2,1,0,0,0,0,0,1,3,0,0,3,1,3,0,0,0,18,1,2,1,0,0,0,3,0,2,1,2,0,0,0,0,0,0,3,2,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,50,2
51,0,0,1,0,0,0,6,0,0,0,0,0,6,0,1,0,0,2,1,0,0,0,0,0,0,3,0,0,3,2,3,0,0,0,14,1,3,2,0,0,0,3,0,3,1,3,0,0,0,0,0,0,4,3,5,0,5,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51,2
52,0,0,1,0,0,0,8,0,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,21,1,3,2,0,0,0,2,0,3,1,3,0,0,0,0,0,0,2,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,2
53,0,0,0,0,0,0,4,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,15,0,5,1,0,0,0,6,0,5,0,5,0,0,0,0,0,0,0,2,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,53,2
54,0,0,1,1,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,3,0,0,0,13,0,2,2,0,0,0,2,0,2,1,2,0,1,0,0,0,0,2,4,4,0,5,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,1,0,1,0,4,1,4,0,0,2,1,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54,2
55,0,0,0,0,0,0,5,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0,0,17,2,3,1,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,2,2,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,55,2
56,0,0,1,0,0,0,5,0,0,0,0,0,7,0,1,0,0,2,1,0,0,0,0,0,1,2,0,0,2,1,4,0,0,0,14,2,4,1,0,0,0,4,0,4,1,4,0,1,0,0,0,0,3,1,5,0,5,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,56,2
57,0,0,1,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,2,1,4,0,0,0,12,0,4,2,0,0,0,3,0,4,1,4,0,0,0,0,0,0,3,4,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,3,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,57,2
58,0,0,0,0,0,0,5,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,3,0,0,0,16,1,3,1,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,2,4,0,8,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,3,0,2,1,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,58,2
59,0,7,0,0,0,1,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,59,2
60,0,0,1,1,0,0,9,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,3,0,0,0,13,2,3,1,0,0,0,3,0,3,1,3,0,2,0,0,0,0,2,2,4,0,7,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,60,2
61,0,0,1,0,0,0,9,0,0,0,0,0,4,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,10,0,3,2,0,0,0,2,0,3,1,3,0,3,0,0,0,0,3,4,4,0,5,0,0,0,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,0,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,61,2
62,0,0,0,0,0,0,3,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0,0,14,0,6,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,62,2
63,0,0,2,1,0,0,7,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,2,0,0,0,13,1,2,2,0,0,0,2,0,2,1,2,0,0,0,0,0,0,4,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,3,0,0,0,0,0,4,1,4,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,63,2
64,0,0,1,0,0,0,6,0,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,11,0,4,1,0,0,0,4,0,5,1,5,0,0,0,0,0,0,3,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,0,0,4,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,2
65,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,6,0,0,0,13,0,6,0,0,0,0,6,0,5,0,5,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,65,2
66,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,10,0,7,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,1,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,66,2
67,0,0,1,0,0,0,4,0,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,2,1,4,0,0,0,10,3,4,1,0,0,0,4,0,4,1,4,0,2,0,0,0,0,3,1,5,0,5,0,1,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,67,2
68,0,0,1,0,0,0,7,0,0,0,0,0,6,0,2,0,0,2,1,0,0,0,0,0,0,3,0,0,4,1,2,0,0,0,18,1,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,0,3,2,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,68,2
69,0,0,1,0,0,0,5,0,1,0,0,0,5,0,1,0,0,2,1,2,0,0,0,0,0,1,0,0,2,1,2,0,0,0,11,1,1,2,0,0,2,1,0,2,1,1,0,2,0,0,0,0,3,4,3,0,4,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,2,0,0,5,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,69,2
70,0,0,1,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,3,0,0,0,11,0,3,1,0,0,0,3,0,3,0,3,0,1,0,0,0,0,3,2,4,0,4,0,0,0,0,1,2,0,1,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,2,6,0,4,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,70,2
71,0,0,1,0,0,0,5,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,0,0,0,15,2,1,1,4,0,0,2,0,2,0,1,2,1,0,0,0,0,2,3,2,0,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,1,2,3,0,5,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,71,2
72,1,0,0,0,0,0,3,0,3,0,0,1,4,0,0,0,1,0,0,8,0,2,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,1,0,0,0,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,1,0,2,0,2,1,4,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,2,16,72,2
73,0,0,1,0,0,0,4,0,1,0,0,0,4,0,1,0,0,2,1,1,0,0,0,0,2,1,0,0,2,1,2,0,0,0,10,1,1,1,0,0,2,1,0,2,1,1,0,2,0,0,0,0,4,2,2,0,5,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,10,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,73,2
74,0,0,2,0,0,0,6,0,0,0,0,0,5,0,1,0,0,4,2,0,0,0,0,0,1,2,0,0,2,2,2,0,0,0,13,1,2,2,0,0,0,2,0,1,2,2,0,1,0,0,0,0,6,3,4,0,5,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,74,2
75,0,0,1,0,0,0,6,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,0,0,0,16,1,3,1,0,0,0,3,0,3,0,3,0,0,0,0,0,0,2,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,4,0,0,1,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,75,2
76,0,0,0,0,0,0,3,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,6,1,1,0,0,0,0,1,0,3,0,1,4,0,0,0,0,0,0,1,1,0,5,10,1,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,13,0,1,0,0,0,0,0,1,0,4,1,3,0,0,0,1,0,0,0,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,76,2
77,0,0,1,0,0,0,6,0,0,0,0,0,7,0,2,0,0,2,1,0,0,0,0,0,2,1,0,0,4,1,1,0,0,0,17,2,1,1,0,0,0,1,0,2,1,2,0,0,0,0,0,0,3,3,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,2,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,77,2
78,0,0,1,0,0,0,4,0,1,0,0,1,5,0,1,0,0,2,1,3,0,0,1,0,0,1,0,0,2,1,2,0,0,0,10,1,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,3,2,2,0,3,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,0,7,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,2,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,16,78,2
79,1,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,10,0,9,1,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,79,2
80,0,0,1,0,0,0,5,0,1,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,2,0,0,0,10,1,1,1,0,0,0,3,0,4,0,1,2,0,0,0,0,0,2,2,2,0,3,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,2,8,0,7,0,0,0,0,0,0,1,0,0,4,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,80,2
81,0,0,1,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,1,0,0,0,10,1,1,1,0,1,0,1,1,0,0,1,0,8,0,0,0,0,2,2,2,0,13,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,9,1,2,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,81,2
82,0,0,1,0,0,0,8,0,1,0,0,0,5,0,1,0,1,2,1,2,0,0,0,0,1,1,0,0,1,1,2,0,0,0,8,1,1,1,0,0,2,1,0,2,1,1,0,5,0,0,0,0,3,1,2,0,6,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,2,0,0,2,0,2,1,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,82,2
83,0,0,2,0,0,0,6,0,0,0,0,0,5,0,1,0,0,2,1,0,0,0,0,0,1,2,0,0,3,2,2,0,0,0,14,1,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,2,3,0,0,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,83,2
84,0,0,2,0,0,0,7,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,17,1,2,3,0,1,0,2,1,2,0,2,0,0,0,0,0,0,6,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,2,0,0,5,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,84,2
85,0,0,1,0,0,0,7,0,0,0,0,0,7,0,3,0,0,2,1,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,18,3,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,3,2,2,0,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,85,2
86,1,0,0,0,0,0,2,0,2,0,0,1,4,0,0,0,0,0,0,6,0,2,1,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,6,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,3,0,15,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,16,86,2
87,0,0,0,0,0,0,10,0,3,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,6,0,10,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,87,2
88,0,0,1,0,0,0,4,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,3,5,1,0,2,2,1,1,0,0,0,10,1,1,1,0,0,0,1,0,2,1,1,0,6,0,0,0,0,3,2,2,0,8,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,3,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,88,2
89,0,0,2,0,0,0,6,0,0,0,0,0,5,0,1,6,0,0,0,0,0,0,0,3,1,2,0,0,2,2,2,0,0,0,11,1,2,1,0,0,0,2,0,1,2,2,0,1,0,0,0,0,2,2,3,0,4,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,2,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,89,2
90,0,0,1,0,0,0,5,0,0,0,0,0,6,0,2,3,0,0,0,0,0,0,0,2,2,1,0,0,3,1,1,0,0,0,15,2,1,2,0,0,0,1,0,1,1,1,0,1,0,0,0,0,4,3,3,0,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,2,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,90,2
91,0,0,1,0,0,0,5,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,2,2,1,0,2,3,1,1,0,0,0,14,1,1,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,2,3,2,0,8,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,3,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,91,2
92,0,0,1,1,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,10,1,1,1,0,0,0,1,0,1,1,1,4,0,0,0,0,0,2,2,2,0,3,0,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,4,1,0,0,0,5,1,2,3,0,9,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,92,2
