,4dwm,acroread,aout,arch,as,as1,awk,basename,bc,cat,cc1,cfe,chmod,col,compress,cpp,date,download,driver,dvips,emacs20,endsessi,enscript,env,ex,expr,faces,fifo,file,find,finger,ftp,gcc,generic,gethost,getopt,getpgrp,gettxt,grep,gs,hostname,hpost,id,ispell,kill,ksh,last,launchef,lcc,ld,ld_,less,ln,lock,lp,lpr,ls,mail,make,man,maplesy,mapletty,mediamai,metamail,mkdir,mkpts,more,moviepla,mplotcha,mplotps,mplotx11,nawk,neqn,netscape,netstat,nm,nroff,passwd,pine,post,postprin,ppost,pq,pr,ps,q_eg,q_egtest,q_test,quota,rcc,reaper,rlogin,rm,rmdir,rsh,sed,sendmail,setup,sh,shownona,showps,sleep,ssh,stty,tail,tar,tbl,tcpostio,tcppost,tcsh,tellwm,telnet,toolches,touch,tput,tr,true,tset,tty,ugen,uname,unlock,unpack,unzip,userenv,virtex,wait4wm,whoami,xauth,xbiff,xclock,xconfirm,xdm,xdvi,xdvirea,xhost,xinitrc,xprop,xrdb,xrn,xset,xsetroot,xterm,xwsh,User,Segment,Label
43,0,0,0,0,2,5,0,0,0,0,2,5,0,0,0,4,0,0,5,0,3,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,3,2,7,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,43,0
44,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,1,0,1,1,1,0,0,0,1,0,2,1,2,0,0,0,10,1,1,1,4,2,0,2,0,1,0,0,2,0,6,0,0,0,0,2,2,2,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,8,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,0,11,44,0
45,1,0,2,3,0,2,0,0,0,2,0,2,0,0,0,1,0,0,2,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,1,0,6,0,0,0,0,5,0,8,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,3,0,7,0,0,1,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,2,3,2,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,6,1,1,0,4,0,1,0,11,45,0
46,0,0,14,0,0,10,0,0,0,0,0,10,0,0,0,0,1,0,10,0,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46,0
47,0,0,2,0,0,2,2,0,2,10,0,2,0,0,0,0,6,1,2,0,3,0,0,0,0,1,0,2,2,1,0,0,0,12,1,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,2,0,2,2,2,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47,0
48,0,0,1,0,0,1,1,0,1,8,0,1,0,0,0,0,7,2,1,0,1,0,0,0,0,1,0,3,1,1,0,0,0,15,2,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,4,3,3,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,48,0
49,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5,0,0,7,0,0,0,0,8,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,7,0,0,0,0,3,0,0,0,0,1,0,2,8,1,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,4,0,11,49,0
50,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,8,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,21,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,6,0,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,4,0,2,0,11,50,2
51,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,3,0,1,0,0,4,0,4,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,11,51,2
52,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,1,1,2,1,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,2,2,2,0,3,0,0,0,0,1,3,0,1,0,1,0,0,0,1,0,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,11,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,52,2
53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,11,53,2
54,1,6,0,2,0,0,0,1,0,3,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,6,0,2,1,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,6,2,1,0,4,0,2,0,11,54,2
55,0,0,0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,2,0,0,2,0,1,0,4,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,6,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,55,2
56,0,0,13,0,0,12,0,0,0,0,0,11,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,56,2
57,0,0,1,0,0,1,1,0,0,4,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,2,0,3,1,2,0,0,0,13,1,3,2,0,2,1,3,0,3,0,0,0,0,0,0,0,1,0,2,4,4,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57,2
58,0,0,3,0,0,3,1,0,0,4,0,3,0,0,0,0,4,1,3,0,3,0,0,0,0,1,0,2,1,2,0,0,0,10,1,1,1,0,2,4,1,0,1,0,0,0,0,0,0,0,3,0,3,2,2,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,11,58,2
59,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,1,0,1,1,4,0,0,0,1,0,2,1,2,0,0,0,10,1,1,1,8,2,1,3,0,1,0,0,0,0,8,0,0,0,0,2,2,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,6,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,11,59,2
60,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,1,1,2,1,3,0,0,0,10,1,0,1,0,3,2,2,0,0,0,0,2,0,6,0,0,0,0,2,2,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,5,0,0,0,0,1,0,0,0,4,1,0,0,2,0,0,0,0,3,1,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,11,60,2
61,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,1,1,1,2,0,0,0,6,1,1,1,0,2,2,1,0,1,0,0,0,0,6,0,0,0,0,2,1,2,0,1,0,0,0,3,1,1,0,1,0,2,0,3,0,2,3,0,16,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,11,61,2
62,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,8,0,0,6,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,2,0,0,4,0,0,1,0,1,0,0,0,2,1,0,3,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,2,1,1,0,0,0,6,2,1,0,4,0,3,0,11,62,2
63,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,63,2
64,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,5,0,0,0,0,3,0,6,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,2,0,0,0,0,3,0,11,64,2
65,0,0,0,2,0,0,1,0,0,6,0,0,1,0,0,1,4,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,9,1,1,1,0,1,0,3,0,1,0,0,3,0,2,0,0,0,0,3,1,2,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,4,0,0,1,0,2,0,0,0,4,0,0,0,1,0,0,0,0,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,0,1,0,4,0,0,0,11,65,2
66,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,1,0,1,3,0,0,0,0,1,0,1,1,4,0,0,0,9,1,1,1,0,4,0,1,0,1,0,0,0,0,6,0,0,0,0,2,1,2,0,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,0,7,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,11,66,2
67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,24,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,7,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,67,2
68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,68,2
69,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,3,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,6,2,1,0,4,0,1,0,11,69,2
70,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,3,0,1,1,0,1,0,1,0,1,0,0,0,0,16,0,0,0,0,2,1,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,26,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,70,2
71,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,7,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,1,0,0,3,0,0,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,11,71,2
72,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,1,1,6,0,0,1,0,1,0,5,1,0,7,0,1,0,0,4,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,7,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,1,1,0,4,0,1,0,11,72,2
73,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,9,1,0,1,0,0,0,5,0,1,0,0,2,0,6,0,0,0,0,2,2,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,11,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,5,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,73,2
74,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,5,1,0,1,1,0,0,0,0,2,0,2,2,3,0,0,0,13,1,2,2,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,4,3,4,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,74,2
75,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,3,1,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,7,1,0,0,9,0,0,5,0,0,0,0,4,0,6,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,4,0,0,0,0,1,0,0,0,4,1,0,2,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,3,0,11,75,2
76,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,7,0,0,2,0,2,0,0,0,0,0,0,3,1,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,12,3,2,0,8,0,3,0,11,76,2
77,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,3,0,0,0,1,0,1,0,0,3,0,3,0,1,0,0,1,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,11,77,2
78,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,9,1,0,1,8,0,0,5,0,0,0,0,5,0,4,0,0,0,0,2,2,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,4,0,0,0,0,1,0,0,0,4,1,0,3,2,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,0,4,0,11,78,2
79,1,0,0,6,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,6,0,0,2,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,11,0,2,0,8,0,2,0,11,79,2
80,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,13,1,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,5,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,80,2
81,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,4,1,0,1,2,0,0,0,0,1,0,2,1,2,0,0,0,10,1,1,1,0,2,1,3,0,1,0,0,1,0,6,0,0,0,0,2,2,2,0,5,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,6,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11,81,2
82,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,6,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,6,0,0,1,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,6,2,1,0,4,0,3,0,11,82,2
83,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,9,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,11,83,2
84,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,84,2
85,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,4,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,21,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,3,0,11,85,2
86,1,0,0,4,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,11,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,4,0,0,1,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,8,3,2,0,4,0,3,0,11,86,2
87,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,5,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,4,0,0,1,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,1,0,0,4,0,2,0,11,87,2
