,4dwm,ar,autoconf,awk,bc,be,cat,cfe,chmod,cmp,configg,configs,configur,conftest,cpp,date,detex,download,dpost,drf,driver,dvipost,dvips,echo,egrep,emacs20,endsessi,env,eqn,ex,expr,faces,fec,fgrep,fifo,fig2dev,file,find,generic,gethost,getopt,getpgrp,gettxt,ghostvie,gmake,grep,gs,hostname,hpost,id,inline,ksh,launchef,lc,ld_,ln,lock,lp,lpdsend,lpr,ls,m4,mailx,make,mc,mimencod,mkdir,mkpts,more,nawk,netscape,netstat,post,postprin,ppost,pq,pr,pwd,reaper,rm,rmdir,sed,sendmail,sh,sleep,sort,spell,sprog,stty,tail,tbl,tcpostio,tcppost,tektroni,tel,tellwm,test,toolches,touch,tr,troff,true,uname,unlock,userenv,virtex,wait4wm,xconfirm,xdm,xdvi,xdvirea,xfig,xhost,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
53,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,12,1,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,5,3,3,0,0,4,0,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,1,3,6,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,53,2
54,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,7,0,2,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,3,0,1,1,17,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,3,2,0,0,5,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,0,4,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,54,2
55,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,41,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,55,2
56,0,37,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,56,2
57,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,4,2,0,0,0,0,0,0,1,2,0,0,0,3,0,2,2,13,1,2,2,0,0,0,2,0,2,2,2,0,0,0,0,0,6,3,4,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,57,2
58,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,7,0,2,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,3,0,1,1,16,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,2,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,3,6,2,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,24,58,2
59,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,1,0,0,0,0,0,0,4,1,0,0,0,2,0,1,1,11,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,3,2,0,0,3,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,6,5,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,4,4,0,0,0,0,0,0,0,24,59,2
60,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,6,0,1,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,3,0,2,2,15,1,2,2,0,0,0,2,0,2,2,2,0,0,0,0,0,6,2,4,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,60,2
61,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,6,0,2,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,1,0,2,2,17,2,2,2,0,0,0,2,0,2,2,2,0,0,0,0,0,6,4,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,61,2
62,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,0,2,0,0,0,8,1,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,1,2,0,0,0,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,9,13,0,0,0,0,1,0,0,4,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,24,62,2
63,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,26,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,24,63,2
64,0,0,2,0,0,3,6,1,1,0,3,7,28,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,64,2
65,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0,2,2,11,1,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,3,2,3,0,0,3,0,3,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,3,1,4,0,5,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65,2
66,0,0,0,2,2,0,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,14,1,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,4,3,3,0,0,4,0,1,0,0,0,1,0,0,1,0,0,0,2,5,0,1,0,0,5,1,3,3,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,66,2
67,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,14,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,2,0,0,5,0,2,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,6,1,3,0,7,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,67,2
68,1,0,0,0,0,0,3,0,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,7,0,0,2,1,0,0,1,1,0,0,0,0,0,4,2,0,1,0,4,0,0,1,0,6,0,1,0,0,6,0,0,2,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,12,1,0,0,0,3,0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,24,68,2
69,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,1,1,10,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,0,0,3,0,1,0,1,0,1,0,0,1,0,0,0,1,3,0,0,1,0,4,1,2,0,7,0,4,4,2,0,0,0,4,1,0,0,0,4,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,69,2
70,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,6,0,1,0,0,0,4,2,0,0,0,0,0,0,2,1,0,0,0,3,0,2,1,14,1,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,6,3,3,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,6,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,24,70,2
71,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5,0,2,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,15,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,3,2,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,0,7,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,24,71,2
72,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,9,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,1,2,0,0,3,0,2,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,2,0,2,6,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,72,2
73,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,11,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,3,2,0,0,3,0,3,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,5,2,2,6,10,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,73,2
74,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,74,2
75,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,2,2,11,1,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,2,2,3,0,0,3,0,3,0,0,0,2,0,0,2,0,0,0,1,5,0,2,0,0,4,1,2,0,7,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,75,2
76,0,0,0,1,2,0,7,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,17,2,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,4,3,3,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,2,4,0,1,0,0,4,1,3,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,76,2
77,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,7,0,0,2,1,0,0,0,1,0,0,1,0,0,3,2,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,16,1,0,0,0,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,24,77,2
78,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,11,1,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,3,2,3,0,0,3,0,4,0,0,0,2,0,0,2,0,0,0,1,3,0,2,0,0,4,1,2,6,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,78,2
79,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,4,1,0,0,0,2,0,1,1,10,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,6,2,2,0,0,3,0,5,0,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,3,1,2,9,3,0,2,2,1,0,0,0,4,1,0,0,0,2,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,79,2
80,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,12,1,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,4,3,3,0,0,4,0,4,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,5,1,3,3,6,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,80,2
81,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,6,0,2,3,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,3,0,1,1,13,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,0,0,3,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,4,0,7,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,81,2
82,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,2,0,1,1,12,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,0,0,4,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,1,4,0,7,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,82,2
83,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,3,0,1,1,12,1,1,1,4,0,0,1,0,2,1,1,0,0,2,0,0,2,3,2,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,5,0,5,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,2,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,83,2
84,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,84,2
85,1,0,0,1,1,0,4,0,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,7,0,0,1,1,0,0,1,1,0,0,0,0,1,4,1,0,1,0,0,0,0,1,0,5,1,1,0,0,4,0,0,2,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,3,0,1,0,1,1,0,0,0,13,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,24,85,2
86,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,2,0,0,1,9,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,2,2,0,0,3,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,1,3,9,8,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,86,2
87,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,5,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,1,13,1,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,4,3,3,0,0,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,1,4,3,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,87,2
88,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,4,0,1,3,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,1,0,1,2,9,1,1,0,0,0,0,1,0,3,1,1,0,0,2,0,0,2,1,1,0,0,2,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,1,3,6,7,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,88,2
89,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,1,2,0,0,1,8,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,1,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,2,3,12,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,89,2
90,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,5,1,1,0,0,0,2,1,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,11,1,2,1,0,0,0,2,0,2,1,2,0,0,0,0,0,4,2,3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,1,2,0,0,0,0,3,1,2,0,5,0,2,2,1,0,0,0,4,1,0,0,0,2,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,90,2
91,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,7,0,2,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,18,2,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,5,3,3,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5,1,4,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,91,2
92,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,1,1,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,3,0,1,1,11,1,1,1,1,0,0,1,0,2,1,1,0,0,2,0,0,5,3,2,0,0,3,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,2,2,0,7,0,2,2,1,0,0,0,4,2,0,0,0,2,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,24,92,2
93,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,7,0,0,2,1,0,1,0,1,0,0,0,0,0,3,0,0,1,0,3,0,0,1,0,5,0,1,0,0,4,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,16,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,24,93,2
94,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,10,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,1,0,0,3,0,4,0,0,0,1,0,0,1,0,0,0,1,3,0,0,1,0,4,1,4,3,13,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,94,2
95,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,5,0,1,6,0,0,0,0,1,0,0,0,0,3,1,2,0,0,0,2,0,2,2,13,1,1,1,0,0,0,2,0,1,2,1,0,0,0,0,0,4,2,4,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,1,4,0,2,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,95,2
96,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,1,1,16,2,1,2,0,0,0,1,0,1,1,1,0,0,0,0,0,2,3,2,0,0,6,0,1,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,5,1,4,0,3,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,96,2
97,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,5,0,1,3,0,0,0,0,3,0,0,0,0,4,2,1,0,0,0,1,0,1,2,7,1,2,1,0,0,0,2,0,4,1,2,0,0,2,0,0,2,2,3,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,5,0,6,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,97,2
98,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,5,0,1,6,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,1,0,2,2,16,1,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,4,4,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,98,2
99,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,7,0,2,3,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,3,0,1,1,17,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,6,0,2,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,99,2
100,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,4,0,1,6,0,0,0,0,2,0,0,0,0,4,1,2,0,0,0,2,0,2,2,10,1,2,1,0,0,0,2,0,2,2,2,0,0,0,0,0,4,2,4,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,5,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,100,2
101,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,7,0,2,3,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,1,1,18,2,1,2,0,0,0,1,0,1,1,1,0,0,0,0,0,2,4,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,2,12,2,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,101,2
102,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,9,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,0,0,3,0,11,0,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,3,1,3,6,10,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,102,2
103,0,0,1,0,0,0,0,0,1,0,3,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,103,2
104,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,10,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,0,0,3,0,8,0,0,0,1,0,0,1,0,0,0,1,3,8,1,0,0,3,1,2,6,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,104,2
105,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,7,0,0,0,1,2,2,0,1,0,0,1,0,0,4,4,0,1,0,0,0,0,1,0,5,0,1,0,0,4,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2,1,3,0,10,1,0,0,0,3,0,2,0,1,0,0,0,1,1,0,0,1,4,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,24,105,2
106,0,0,0,2,1,0,7,0,0,0,0,0,0,0,0,6,0,1,3,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,3,0,2,1,16,1,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,4,3,3,0,0,4,0,1,0,0,0,2,0,0,1,0,0,0,1,3,0,1,0,0,4,1,3,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,106,2
107,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,6,0,2,3,0,0,0,0,3,0,0,0,0,2,1,1,0,0,0,2,0,1,2,12,2,1,1,0,0,0,1,0,3,1,1,0,0,2,0,0,2,2,2,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,4,0,3,0,0,0,0,1,0,2,8,1,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,107,2
