,4dwm,acroread,awk,basename,bc,cal,calendar,cat,col,compress,cpp,csh,date,deroff,download,dvipost,dvips,dviselec,echo,egrep,endsessi,env,ex,expr,f2ps,fifo,fig2dev,file,find,finger,frm,ftp,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,gzip,helpfin,helpsor,helptop,hostname,hpost,id,ispell,join,kill,launchef,lc,less,ln,lock,lp,ls,mail,mailx,maketexp,man,mc,mediamai,mimencod,mkdir,mkpts,more,nawk,netscape,netstat,ping,post,postprin,ppost,pq,ps,ptelnet,reaper,rlogin,rm,rmdir,sed,sendmail,sgihelp,sh,showps,sleep,sort,spell,ssh,stty,tail,tcpostio,tcppost,tcsh,tellwm,telnet,toolches,touch,tput,true,tset,twm,ul,uname,unlock,unpack,userenv,virtex,wait4wm,xauth,xconfirm,xdm,xdvi,xdvirea,xemacs1,xfig,xhost,xinitrem,xprop,xrdb,xremote,xset,xsetroot,xterm,xwsh,User,Segment,Label
50,0,0,1,0,0,0,0,4,0,0,0,0,4,0,1,3,1,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,10,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,2,8,0,0,0,0,0,2,0,0,0,0,1,11,0,0,0,0,0,2,0,0,0,0,4,1,3,6,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,2
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,51,2
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,52,2
53,0,0,1,0,0,0,0,3,0,0,0,1,3,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,1,0,1,33,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,53,2
54,0,0,1,0,0,0,0,4,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,2,12,1,1,2,0,2,1,2,0,0,0,0,1,0,1,0,0,0,0,2,0,4,3,3,17,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,4,1,3,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,54,2
55,0,0,1,0,0,0,0,6,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,17,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,2,11,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,2,3,0,0,2,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,55,2
56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,56,2
57,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,5,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2,0,2,1,2,32,0,0,0,0,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,57,2
58,0,0,1,0,0,0,0,3,0,0,0,0,3,0,1,3,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,8,1,2,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,3,0,3,1,3,10,0,0,0,0,3,0,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,4,1,2,3,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,58,2
59,0,0,0,0,0,0,0,3,0,0,2,8,4,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,7,1,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,3,1,0,0,0,0,2,0,0,0,1,0,9,0,0,0,0,0,0,3,0,1,0,3,1,2,3,0,6,0,0,0,0,0,2,0,4,1,0,2,0,1,0,0,1,2,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,2,0,0,1,2,0,14,59,2
60,2,0,0,0,0,0,0,5,0,0,2,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,2,0,1,8,0,0,0,0,0,6,5,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,1,0,1,0,0,1,2,2,1,0,1,0,1,2,0,0,1,2,0,14,60,2
61,0,0,0,0,0,0,0,2,0,0,0,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,2,5,0,0,6,4,0,0,0,12,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,15,0,5,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,14,61,2
62,0,0,1,0,0,0,0,4,0,0,0,2,4,0,1,0,0,0,4,0,0,0,0,1,0,2,0,1,2,0,0,0,10,1,1,1,0,2,1,2,0,0,0,0,1,0,1,2,0,0,0,3,0,3,2,2,6,0,0,0,0,2,0,0,0,0,3,1,11,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,14,62,2
63,0,0,1,0,0,0,0,5,0,0,0,1,6,0,1,2,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,10,1,1,1,0,0,1,0,0,0,0,0,3,1,2,0,0,0,2,3,0,3,2,2,8,1,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,14,63,2
64,0,0,1,0,0,0,0,7,0,0,0,0,7,0,2,2,2,0,0,0,0,0,0,3,0,3,0,1,1,0,0,0,17,2,1,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1,0,1,0,0,0,0,0,8,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,64,2
65,0,0,1,0,0,0,0,4,0,0,0,0,7,0,1,2,4,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,10,1,2,1,0,3,2,2,0,0,0,0,2,1,2,0,0,0,0,1,0,3,2,2,4,0,0,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,65,2
66,0,0,2,0,0,0,0,8,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,2,0,3,0,2,2,0,0,0,19,2,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,1,3,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,66,2
67,0,0,1,0,0,0,0,6,0,0,0,9,6,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,13,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,2,8,1,1,0,0,0,1,0,0,0,7,1,0,0,0,2,0,0,2,0,0,0,0,2,0,2,3,0,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,14,67,2
68,0,0,0,0,0,0,0,9,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,25,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,68,2
69,0,0,2,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,2,0,0,0,11,0,2,2,0,1,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,4,3,4,2,0,0,0,0,0,2,0,0,0,1,2,5,0,0,4,0,0,0,0,0,0,0,4,1,1,6,0,11,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,69,2
70,0,0,1,0,0,0,0,6,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,0,0,17,2,1,1,0,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,7,2,4,0,0,4,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,70,2
71,0,0,1,0,0,0,0,4,0,0,0,0,6,0,1,3,1,1,0,0,0,0,0,2,0,2,0,1,2,0,0,0,10,1,2,1,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,2,0,3,2,3,13,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,71,2
72,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,2,31,0,1,0,0,0,0,3,0,0,0,0,0,0,15,0,7,0,0,0,0,9,0,0,0,0,4,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,72,2
73,0,0,1,0,0,0,0,5,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,11,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,2,2,26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,73,2
74,0,0,2,0,0,0,0,6,0,0,0,0,6,0,2,5,2,2,0,0,0,0,0,1,0,3,0,1,1,0,0,0,15,2,1,2,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,5,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,74,2
75,0,0,1,0,0,0,0,5,0,0,0,0,6,0,1,3,1,1,0,0,0,0,0,1,0,3,0,1,1,0,0,0,14,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,2,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,75,2
76,0,0,1,0,0,0,0,4,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,10,1,2,1,0,1,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2,3,2,22,0,0,0,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,4,1,2,3,0,6,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,76,2
77,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,3,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,7,0,0,0,0,2,26,0,0,1,0,0,0,0,0,0,0,1,0,0,21,0,11,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,77,2
78,0,0,1,0,0,0,0,6,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,18,1,3,1,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,1,4,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,1,5,0,0,1,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,78,2
79,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,79,2
80,0,0,1,0,0,0,0,5,0,0,0,0,5,0,1,4,1,1,0,0,0,0,0,2,0,2,0,2,2,0,0,0,11,1,2,1,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,4,2,3,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,80,2
81,0,0,2,0,0,0,0,5,0,0,0,0,5,0,1,5,2,2,0,0,0,0,0,1,0,2,0,1,1,0,0,0,13,1,1,2,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,5,4,3,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,81,2
82,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,82,2
83,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,8,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,27,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,83,2
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,14,84,2
85,0,0,1,0,0,2,0,2,0,0,0,0,4,0,0,3,9,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,2,29,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,85,2
86,0,0,1,0,0,0,0,7,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0,0,15,1,2,1,0,0,2,0,0,0,0,0,3,0,2,0,0,0,2,1,0,3,2,3,7,1,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,1,3,0,0,3,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86,2
87,0,0,1,0,1,0,0,6,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,13,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,5,1,0,0,0,0,1,0,0,0,8,1,0,0,0,0,1,3,0,0,0,0,0,3,1,3,3,0,2,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,87,2
88,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,2,0,1,1,0,0,2,4,0,0,0,1,6,1,4,0,0,4,1,0,0,0,7,1,33,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,88,2
89,0,0,2,0,0,0,0,6,0,0,0,11,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,6,0,1,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,3,2,2,2,0,0,0,1,0,0,0,7,1,5,0,0,4,0,0,0,0,0,0,0,3,0,0,9,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,14,89,2
90,0,0,2,0,0,0,0,6,0,0,0,0,5,0,1,2,1,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,12,1,2,1,0,1,2,1,0,0,0,0,2,1,2,0,0,0,0,1,0,3,3,3,4,0,0,0,0,1,0,0,0,0,0,2,10,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,4,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,90,2
91,0,0,1,0,0,0,0,6,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,18,2,1,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,3,5,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,0,6,1,3,0,0,3,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,91,2
92,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,44,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,92,2
93,0,0,1,0,0,0,0,3,0,1,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,6,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,2,29,0,0,0,0,0,0,0,0,0,0,1,23,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,93,2
94,0,0,0,0,0,0,0,2,0,0,0,3,7,0,1,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,1,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,3,1,1,6,0,3,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,94,2
95,0,0,1,0,0,0,0,5,0,0,0,11,4,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,10,1,1,1,0,3,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,2,8,1,3,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,14,95,2
96,0,0,2,0,0,0,0,5,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0,10,1,2,2,0,2,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,2,9,0,0,4,0,0,0,0,0,0,0,4,0,1,0,0,10,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,96,2
97,0,0,0,0,0,0,0,3,0,1,0,0,4,0,1,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,97,2
98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,98,2
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,99,2
100,0,0,2,0,0,0,0,5,0,1,0,5,3,0,0,0,6,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,5,0,2,1,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,3,11,1,1,0,0,0,1,0,0,0,1,2,1,0,0,4,0,0,0,0,0,0,0,2,0,0,7,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,14,100,2
