,4dwm,acroread,arch,awk,basename,cal,cat,chmod,co,col,convert,cpp,csh,date,detex,dirname,download,drf,dvipost,dvips,egrep,emacs20,endsessi,env,ex,expr,faces,false,fifo,file,find,finger,ftp,gawk,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,gsftopk,gzip,hexbin,hostname,hpost,id,java,java_wr,javac,jot,kill,ksh,launchef,lmstat,ln,lock,lp,lpdsend,lpq,lpr,ls,mail,maketexp,man,matlab,matlab_l,mediamai,metamail,mimencod,mkdir,mkpts,more,mp,nawk,neqn,netscape,netstat,nroff,ping,popper,post,pq,ps,pwd,quota,reaper,richtext,rlogin,rm,rmdir,sed,sendmail,sgihelp,sh,shownona,showps,sleep,sort,spell,sprog,stty,tail,talk,tbl,tcpostio,tcppost,tcsh,tektroni,telnet,test,toolches,touch,tput,tr,true,ul,uname,unlock,unpack,userenv,uudecode,virtex,wait4wm,webmagic,whoami,whois,xconfirm,xdm,xdvi,xdvirea,xhost,xloadima,xrdb,xsession,xsetroot,xterm,User,Segment,Label
45,0,0,0,1,0,0,6,0,0,0,0,0,0,7,0,0,2,0,0,0,0,1,0,0,0,1,0,0,4,1,1,0,0,0,17,2,1,1,0,1,1,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,45,0
46,1,0,0,1,0,0,6,0,0,0,0,1,12,1,0,0,0,0,0,0,0,7,0,1,0,2,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,5,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,34,46,0
47,0,0,0,4,0,0,12,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,4,0,0,0,0,20,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,47,0
48,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,24,5,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,48,0
49,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,23,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,49,0
50,0,0,0,1,0,0,9,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,3,0,0,14,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,50,2
51,0,0,0,0,0,0,5,0,0,0,0,0,3,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,2,18,0,12,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,51,2
52,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,52,2
53,0,0,0,1,0,0,4,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,6,1,1,1,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,8,1,0,0,0,0,6,0,0,0,0,5,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0,2,2,0,1,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,53,2
54,0,0,0,2,0,0,8,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,18,1,2,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,54,2
55,0,0,0,2,0,0,6,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,16,2,3,2,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,55,2
56,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,15,0,2,3,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,56,2
57,0,0,0,1,0,0,8,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,22,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,57,2
58,0,0,0,2,0,0,7,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,17,2,3,2,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,58,2
59,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,24,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,59,2
60,0,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,12,2,3,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,60,2
61,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,61,2
62,0,0,0,1,0,0,8,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,22,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,62,2
63,0,0,0,1,0,0,7,0,0,0,0,0,2,8,0,0,2,0,0,0,0,2,0,0,0,1,0,0,3,1,1,0,0,0,18,2,2,0,0,0,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,63,2
64,0,0,0,1,0,0,6,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,18,2,1,2,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,4,3,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,3,4,0,5,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,64,2
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,41,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,65,2
66,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,6,0,0,0,0,9,0,0,8,0,0,8,0,0,0,4,0,0,0,0,0,2,1,0,8,15,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,66,2
67,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,67,2
68,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,68,2
69,2,0,1,0,0,0,2,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,2,2,0,0,0,0,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,2,1,2,0,2,3,34,69,2
70,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,29,1,0,0,1,1,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,70,2
71,0,0,0,3,0,0,7,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,3,3,0,0,0,14,1,3,3,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,71,2
72,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,8,0,2,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,34,72,2
73,0,0,0,1,0,0,7,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,10,1,1,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,3,3,0,0,0,0,2,0,0,0,0,8,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,2,0,0,15,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,73,2
74,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,2,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,14,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,74,2
75,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,75,2
76,1,0,1,0,0,0,2,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,6,3,0,0,0,0,0,27,2,0,0,1,1,1,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,34,76,2
77,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,1,0,0,0,0,7,0,1,0,0,11,0,0,0,4,1,0,0,0,0,10,3,1,0,0,0,2,2,0,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,77,2
78,0,0,0,1,0,0,5,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,10,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,2,2,2,0,0,0,5,1,0,0,0,0,3,0,0,0,0,4,1,1,0,5,1,0,0,0,2,0,0,0,0,0,0,0,5,1,2,3,0,13,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,78,2
79,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,24,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,79,2
80,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,80,2
81,0,0,0,1,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,2,0,0,0,0,9,0,0,0,0,10,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,7,0,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,81,2
82,0,0,0,0,0,0,5,0,0,0,0,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,19,3,0,0,0,0,5,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,2,0,0,16,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,82,2
83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,21,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,4,1,0,0,17,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,83,2
84,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,32,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,84,2
85,2,0,0,0,0,0,2,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,2,0,2,3,34,85,2
86,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,2,0,4,0,0,0,1,0,0,0,0,5,0,1,0,1,0,1,0,0,0,5,0,0,0,0,3,0,1,0,0,0,0,0,0,6,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,23,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,86,2
87,0,0,0,2,0,0,7,0,0,0,0,0,1,6,0,0,2,0,0,2,0,1,0,0,0,1,0,0,3,2,2,0,0,0,17,2,1,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,87,2
88,0,0,0,1,0,0,5,0,0,0,0,0,2,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,3,1,2,0,0,0,12,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,2,0,0,0,4,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,3,9,0,7,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,88,2
89,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,28,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,16,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,89,2
90,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,20,1,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,90,2
91,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,2,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,12,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,34,91,2
