,4dwm,acroread,awk,basename,bc,cancel,cat,chkconfi,chmod,col,compress,convert,cpp,date,dirname,dopriso,download,drf,du,dvips,echo,egrep,emacs20,endsessi,env,ex,expr,fgrep,fifo,file,find,finger,ftp,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,gzip,help2,hostname,hpost,id,launchef,lc,ln,lock,lp,lpq,ls,mailp,mailx,man,mc,mediamai,metamail,mimencod,mkdir,mkpts,more,mp,nawk,neqn,netscape,netstat,news,nroff,nslookup,opnet,perl,popper,post,postprin,ppost,pq,pr,ps,reaper,richtext,rlogin,rm,rmdir,rshd,run_swin,sed,sendmail,sgihelp,sh,shownona,showps,sleep,sort,spell,splitmai,sprog,stty,su,tail,tar,tbl,tcpostio,tcppost,tellwm,telnet,test,toolches,top,touch,tr,true,tset,ul,uname,unlock,unpack,userenv,vim,virtex,wait4wm,wc,webify,webmagic,who,whoami,xcalenda,xconfirm,xdm,xhost,xprop,xrdb,xsetroot,xterm,zip,User,Segment,Label
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,66,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,46,0
47,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,41,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,2,15,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,47,0
48,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,33,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,15,1,16,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,48,0
49,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,2,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,49,0
50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,3,0,3,0,0,3,0,0,6,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,6,15,0,13,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,50,2
51,0,0,2,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,2,1,2,0,0,2,0,1,0,0,0,0,1,0,2,0,0,2,0,2,0,3,0,0,1,0,1,0,13,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,5,0,0,0,0,14,1,15,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,51,2
52,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,2,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,52,2
53,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,53,2
54,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,4,0,0,0,0,0,0,66,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,54,2
55,0,4,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,55,2
56,0,27,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,0,3,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,56,2
57,0,0,2,0,1,2,7,0,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,9,1,1,2,0,2,1,7,1,0,1,1,1,0,0,4,3,3,0,2,0,0,6,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,57,2
58,0,0,1,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,0,8,0,6,2,0,1,4,0,1,0,7,0,6,0,0,0,2,10,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,1,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,58,2
59,0,0,0,0,0,0,7,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,16,0,3,1,0,0,2,0,0,1,3,0,3,0,0,0,4,4,1,7,0,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,59,2
60,0,2,0,0,0,0,3,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,11,1,2,1,0,0,2,0,0,0,2,0,2,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,60,2
61,1,0,0,0,0,0,4,0,0,0,0,0,2,3,0,0,1,0,0,0,1,0,1,2,1,0,0,0,2,0,1,0,0,7,1,0,1,4,1,1,1,0,0,2,0,0,4,0,2,1,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,4,0,2,0,1,1,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,1,2,0,36,61,2
62,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,8,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,35,0,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,62,2
63,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,3,2,3,0,0,1,0,0,0,19,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,15,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,63,2
64,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,9,1,1,1,0,2,1,4,0,0,1,0,1,0,0,2,1,2,0,9,0,0,0,0,2,0,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,2,5,0,7,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,64,2
65,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,4,2,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,65,2
66,0,0,2,0,0,0,5,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,0,9,1,2,1,0,2,2,6,0,0,2,0,2,0,0,2,1,3,0,11,0,0,0,0,2,0,0,0,0,4,0,2,0,6,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,66,2
67,0,0,2,0,2,0,11,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,12,1,1,2,0,0,1,0,0,0,1,2,1,0,0,4,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,2,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,67,2
68,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,14,0,3,4,0,0,3,0,0,0,3,0,3,0,0,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,68,2
69,0,0,1,0,0,0,7,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,17,2,1,1,0,1,2,1,0,0,1,0,1,0,0,2,2,2,0,15,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,69,2
70,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,70,2
71,0,0,1,0,1,0,6,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,1,1,3,0,7,1,3,1,0,0,1,0,0,0,3,1,3,0,0,2,1,4,0,8,2,0,0,0,0,0,0,0,0,1,2,3,0,10,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,71,2
72,0,0,2,0,2,0,9,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,13,1,2,2,0,2,2,2,0,0,2,2,2,0,0,4,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,72,2
73,0,0,1,0,1,0,9,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,19,2,1,1,0,0,1,0,0,0,1,1,1,0,0,2,2,2,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,73,2
74,0,0,1,0,1,0,6,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,2,0,0,11,1,2,1,0,0,2,0,0,0,2,1,2,0,0,2,3,3,0,5,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,5,2,0,0,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,74,2
75,0,0,2,0,1,0,7,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,2,1,0,0,11,1,2,1,0,0,1,0,0,0,2,1,2,0,0,2,2,3,0,3,1,0,0,0,3,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,1,0,0,2,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,75,2
76,0,0,0,0,1,0,5,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,3,1,0,0,2,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,76,2
77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,5,2,7,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,77,2
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,78,2
79,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,10,1,1,1,0,0,1,0,0,0,2,0,1,0,0,2,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,34,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,79,2
80,0,0,3,0,0,0,7,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,3,3,0,0,14,1,3,3,0,0,3,0,0,0,2,0,3,0,0,6,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,80,2
81,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,1,1,0,0,10,1,1,1,0,1,1,1,0,0,1,0,1,0,0,2,2,2,0,7,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,2,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,81,2
82,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,13,0,3,3,0,0,3,0,0,0,3,0,3,0,0,6,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,82,2
83,0,0,1,0,0,0,8,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,24,3,1,1,0,0,1,0,0,0,1,0,1,0,0,2,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,83,2
84,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,84,2
85,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,85,2
86,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,86,2
87,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,45,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,28,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,87,2
88,0,20,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,6,0,0,1,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,6,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,88,2
89,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,3,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,89,2
90,0,0,1,0,1,0,9,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,14,2,2,1,0,1,2,1,0,0,2,1,2,0,0,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,2,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,90,2
91,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,3,0,0,1,0,1,0,0,0,0,1,0,4,1,0,0,0,5,0,2,0,0,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,24,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,91,2
92,0,11,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,1,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,27,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,92,2
93,0,0,1,0,0,0,4,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,10,1,1,1,0,0,1,0,0,0,1,0,1,0,0,2,2,2,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,14,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,2,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,93,2
