,4dwm,9term,acroread,aout,appdefpa,as,as1,awk,basename,bc,cal,cat,cc1,cfe,chmod,col,cpp,csh,cut,date,dirname,download,driver,dvips,echo,elm,emacs20,endsessi,env,ex,expr,expreser,faces,fifo,file,find,finger,ftp,gcc,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,hostname,hpost,id,ispell,ksh,last,launchef,lc,ld,ld_,lks,ln,lock,lp,lpdsend,lpq,lpr,ls,mail,mailp,mailx,make,man,maplesy,mapletty,mc,mediamai,metamail,mkdir,mkpts,more,mp,mplotcha,mywsh,nawk,neqn,netscape,netstat,news,nm,nroff,nslookup,od,passwd,pine,post,postprin,ppost,ps,reaper,red,rlogin,rm,rmdir,rsh,sed,sendmail,sgo,sh,shownona,showps,sleep,stty,tail,tbl,tcpostio,tcppost,tektroni,tellwm,telnet,test,toolches,touch,tput,tr,true,ugen,ul,uname,unlock,unpack,uopt,userenv,uuname,virtex,wait4wm,what,which,whoami,xclock,xconfirm,xdm,xdvi,xdvirea,xhost,xmag,xman,xmaplev5,xprop,xrdb,xset,xsetroot,xterm,xwsh,User,Segment,Label
41,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,3,0,0,3,2,1,0,1,0,0,0,1,1,0,1,0,2,0,1,0,4,0,1,1,3,0,1,0,6,0,4,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,3,0,37,41,0
42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,1,0,1,0,0,2,0,0,0,2,0,0,2,0,1,0,0,0,8,1,0,1,0,2,1,2,1,0,0,0,1,0,3,0,0,0,0,2,2,1,0,0,0,12,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,2,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,2,0,0,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,0
43,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,10,1,2,1,0,0,2,0,3,0,2,0,1,0,1,0,0,0,0,2,2,3,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,2,3,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,43,0
44,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,20,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,1,0,3,0,0,3,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,44,0
45,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,7,0,2,0,0,0,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,4,0,37,45,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,4,0,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,3,0,0,4,0,0,0,2,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,37,46,0
47,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,6,0,0,1,0,0,1,1,0,0,0,4,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,2,0,37,47,0
48,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,70,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,0
49,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,2,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,37,49,0
50,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,2,0,37,50,2
51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,2,1,0,1,0,0,0,2,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,51,2
52,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,0,1,0,3,0,0,1,0,0,0,1,0,0,2,1,1,0,0,0,10,1,1,1,0,1,1,4,1,0,1,0,0,0,1,0,0,0,1,2,2,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,1,0,2,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,52,2
53,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,3,0,0,0,1,1,0,0,0,1,0,1,0,4,0,1,0,3,0,1,0,4,0,5,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,3,0,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,2,0,37,53,2
54,0,0,0,0,0,0,0,2,0,1,0,7,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,12,1,1,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,5,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,4,1,0,2,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,54,2
55,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,17,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,3,2,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,6,2,0,4,0,0,3,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,55,2
56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,12,1,0,0,0,0,0,1,0,0,0,8,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,0,0,0,1,0,37,56,2
57,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,1,0,0,0,4,0,2,0,0,0,20,2,3,0,0,0,2,0,2,0,3,0,0,0,0,1,0,0,0,0,1,2,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,2,0,0,0,0,2,0,8,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,57,2
58,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,5,0,8,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,37,58,2
59,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,2,3,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,2,0,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,1,1,0,0,1,0,0,0,1,1,0,1,3,0,37,59,2
60,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,4,0,1,1,0,0,3,1,1,0,1,1,0,0,8,0,0,0,0,2,1,2,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,24,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,60,2
61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,6,1,2,0,0,1,0,1,2,0,2,1,1,0,0,0,0,0,0,0,1,2,0,0,0,7,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,0,0,8,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,61,2
62,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,1,3,2,0,0,0,7,0,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,2,1,1,0,0,1,0,0,1,1,1,0,1,3,0,37,62,2
63,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,4,1,1,0,0,0,2,0,0,0,0,3,0,0,2,1,1,0,0,0,10,1,1,1,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,2,2,2,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16,1,0,0,0,0,0,0,2,2,0,0,0,0,0,2,3,1,1,2,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,63,2
64,0,0,0,0,0,0,3,0,0,0,0,1,0,5,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,7,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,2,1,0,7,0,1,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,7,1,8,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,3,3,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,64,2
65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,6,0,0,3,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37,65,2
66,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,1,4,2,0,0,0,6,0,2,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,5,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,3,0,37,66,2
67,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,2,0,0,1,1,0,6,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,67,2
68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,37,68,2
69,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,2,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,4,0,37,69,2
70,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,3,1,1,0,3,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,6,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,3,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,70,2
71,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,5,1,1,0,1,0,0,3,0,0,0,3,0,0,3,1,1,0,0,0,13,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,3,0,0,2,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,71,2
72,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,8,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,4,2,0,0,0,6,0,2,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,3,0,37,72,2
73,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,16,2,2,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,4,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,3,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,73,2
74,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,12,0,4,3,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,74,2
75,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,2,0,0,3,1,1,0,0,0,24,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,75,2
76,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,3,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,76,2
77,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,4,0,1,0,7,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,10,1,1,1,0,1,1,3,2,0,1,1,0,0,2,0,0,0,0,2,2,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,1,0,2,0,0,3,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,77,2
78,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,0,10,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,0,2,0,0,4,0,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,78,2
79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,2,5,1,0,0,1,3,0,0,0,0,0,1,8,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,37,79,2
80,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,9,1,1,1,0,0,1,0,2,0,1,0,5,0,2,0,0,0,0,2,1,2,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,4,1,0,2,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,37,80,2
81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,81,2
82,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,0,1,0,11,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,8,1,1,1,0,0,1,9,1,0,1,2,0,0,0,0,0,0,0,2,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,82,2
83,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,14,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,8,1,1,1,0,1,2,7,1,0,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,83,2
