,4dwm,aacdec,acroread,aiffplay,arch,awk,bc,bibtex,cat,chmod,col,compress,cpp,csh,date,df,dirname,download,dvips,egrep,emacs20,endsessi,env,ex,expr,f2ps,faces,fifo,file,find,finger,gawk,generic,gethost,getopt,getpgrp,gettxt,gftopk,ghostvie,grep,gs,gzip,head,hostname,hpost,id,ispell,kill,launchef,lks,lmstat,ln,lock,lp,lpdsend,lpr,ls,mail,maketexp,man,maplesy,matlab,matlab_l,mediamai,mkdir,mkpts,more,movemail,nawk,netscape,netstat,nscal,nslookup,ping,post,postprin,ppost,pq,pr,ps,pwd,rdistd,reaper,resize,rlogin,rm,rmdir,rshd,sed,sendmail,sh,sleep,soundpla,ssh,stty,tail,tar,tcpostio,tcppost,tcsh,tektroni,tellwm,telnet,toolches,touch,tput,true,tset,ul,uname,unlock,unpack,userenv,uudecode,uuencode,virmf,virtex,wait4wm,whereis,which,whoami,xauth,xbiff,xcalc,xclock,xconfirm,xdm,xdvi,xdvirea,xfig,xhost,xmaplev5,xprop,xrdb,xsetroot,xterm,xv,xwsh,User,Segment,Label
45,2,0,0,0,0,0,0,0,1,0,0,0,2,8,0,0,0,0,0,0,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,4,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,1,0,2,2,1,0,0,1,10,45,0
46,1,0,0,0,0,0,0,0,3,0,0,0,4,16,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,2,8,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,2,0,1,0,2,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,4,2,3,0,0,10,46,0
47,1,0,0,0,0,0,0,0,4,0,0,0,2,12,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,1,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,2,0,1,0,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2,1,1,0,1,10,47,0
48,0,0,0,0,0,2,0,0,6,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,1,2,2,2,0,10,1,2,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,4,3,4,0,0,7,0,0,0,0,0,0,0,1,0,0,2,2,13,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,48,0
49,1,0,0,0,0,0,0,0,3,0,0,0,2,7,4,0,0,1,0,0,1,2,1,0,0,0,1,2,0,0,0,0,10,1,0,0,4,0,0,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,3,5,0,0,0,1,0,0,4,1,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2,1,0,0,1,10,49,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,2
51,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,1,8,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,51,2
52,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,3,0,1,0,0,6,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,12,1,22,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,52,2
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,53,2
54,1,0,0,0,0,1,0,0,4,0,0,0,2,8,4,0,0,1,0,0,1,2,1,0,1,0,1,2,1,1,0,0,10,0,0,1,4,0,1,3,1,0,0,2,0,0,0,0,0,0,0,2,2,2,1,0,5,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,4,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,3,10,54,2
55,0,0,0,0,0,1,0,0,6,0,0,0,2,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,0,1,1,0,0,1,1,1,0,0,8,0,1,0,2,10,0,0,3,0,2,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,10,55,2
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,56,2
57,1,0,0,0,0,1,0,0,5,0,0,0,0,3,6,0,0,2,0,0,0,2,0,0,1,0,0,3,1,1,0,0,13,0,1,1,4,0,1,1,1,0,0,2,0,1,0,0,2,0,0,2,3,2,2,0,4,1,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,4,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,10,57,2
58,0,0,0,0,0,1,1,0,7,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,1,0,0,3,1,1,0,0,14,1,1,1,0,0,0,1,0,0,0,2,1,2,0,0,4,0,0,2,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,5,2,0,3,0,4,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,58,2
59,0,0,0,0,0,2,1,0,10,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,12,1,2,1,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,5,2,3,0,1,3,0,0,0,0,0,0,0,2,0,0,0,1,8,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,4,1,0,2,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,59,2
60,1,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,1,0,0,4,2,0,0,0,0,1,2,0,0,4,0,8,1,0,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,3,6,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,3,2,0,0,0,3,0,0,4,1,0,0,2,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,10,60,2
61,0,0,0,0,0,1,0,0,5,0,0,0,2,11,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,1,0,3,0,1,0,0,0,0,1,1,0,0,6,0,1,0,1,8,0,0,2,0,1,0,0,3,4,0,0,0,0,0,0,1,1,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,0,0,3,7,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,10,61,2
62,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,4,0,7,1,0,1,0,0,1,2,1,0,0,2,0,0,0,0,2,0,0,0,2,1,0,0,19,1,0,0,0,0,0,0,0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,4,2,1,0,2,3,3,0,0,0,1,1,0,4,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,62,2
63,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,2,0,34,2,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,63,2
64,0,0,0,0,0,1,1,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,3,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,3,0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,30,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,2,8,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,64,2
65,1,0,0,0,0,0,0,0,3,0,0,0,2,5,3,0,0,1,0,0,3,2,0,0,0,0,1,2,0,0,1,0,7,1,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,2,1,0,2,12,3,0,0,0,1,0,0,4,1,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,2,10,65,2
66,0,0,0,0,0,1,0,0,6,0,0,0,0,7,4,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,9,1,1,1,0,0,1,1,1,0,0,5,0,1,0,1,8,0,0,2,1,2,0,0,5,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,6,0,0,0,2,0,0,4,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10,66,2
67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,20,0,23,2,0,0,0,0,0,0,2,0,0,1,0,0,0,6,1,1,0,0,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,67,2
68,0,0,0,0,0,1,0,0,6,0,1,0,0,0,6,0,0,2,0,0,0,0,0,0,2,0,0,2,1,1,0,0,13,6,1,1,0,0,1,1,3,0,0,1,0,1,0,0,0,0,0,2,1,2,0,0,4,0,0,2,0,0,0,0,1,0,1,6,1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,2,3,2,1,0,0,0,0,0,5,0,0,0,0,0,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,68,2
69,1,0,0,0,0,0,0,0,3,0,0,0,2,10,1,0,0,0,0,0,2,2,1,0,0,0,1,1,0,0,2,0,3,0,0,0,4,0,0,0,0,0,0,6,0,0,0,1,4,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,3,6,0,0,0,3,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,2,1,0,0,1,10,69,2
70,0,0,0,0,0,1,0,0,3,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,8,0,6,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,6,0,0,2,1,2,0,0,4,0,0,0,0,0,0,0,1,0,0,16,1,7,1,0,0,0,2,0,0,0,0,0,1,0,0,0,6,1,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,70,2
71,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,2,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,12,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,2,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,71,2
72,1,0,0,0,0,1,0,0,5,0,0,0,0,7,0,0,0,0,0,0,4,2,0,0,1,0,1,0,1,1,5,0,4,0,0,1,4,0,1,0,1,0,0,4,0,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,1,0,0,0,9,2,0,0,0,3,0,0,0,1,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,10,72,2
73,0,0,0,0,0,0,0,0,3,0,0,0,2,11,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,14,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,3,8,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,10,73,2
74,0,0,0,0,0,1,0,0,5,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,11,1,1,1,0,0,2,1,2,0,0,1,0,1,0,0,2,0,0,2,1,2,0,0,10,0,0,0,0,0,0,0,1,0,1,8,1,5,1,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,2,9,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,74,2
75,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,2,9,2,0,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,75,2
76,1,0,0,0,0,0,0,0,3,0,0,0,2,9,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,1,4,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,1,0,4,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2,1,0,0,1,10,76,2
77,0,0,0,0,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,3,0,1,1,0,0,0,1,0,1,0,3,0,1,0,0,10,0,0,2,1,2,0,0,17,1,0,0,0,0,0,0,1,0,0,6,1,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,6,2,0,0,1,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,77,2
78,0,0,0,0,0,1,0,0,7,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,3,0,0,3,1,1,0,0,19,7,1,1,0,0,2,1,3,1,0,1,0,1,0,0,0,0,0,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,4,2,0,0,0,0,0,5,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,78,2
79,1,0,0,0,0,0,0,0,7,0,0,0,2,5,7,0,0,2,0,0,0,0,1,0,2,0,0,3,0,1,0,0,14,6,1,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,3,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,10,79,2
80,0,0,0,0,0,0,0,0,6,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,3,0,0,2,0,3,0,0,19,3,3,1,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,2,4,0,0,5,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,3,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,80,2
81,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,2,0,0,3,0,4,0,0,13,0,4,1,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,3,6,0,0,5,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,3,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,81,2
82,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,0,2,0,1,0,8,0,2,1,4,2,0,4,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,2,0,0,1,0,2,10,82,2
83,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,83,2
84,0,0,0,0,0,0,0,0,5,0,0,0,2,15,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,10,84,2
85,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,40,0,0,2,0,0,0,0,2,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,85,2
86,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,1,0,1,18,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,2,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,10,86,2
87,0,0,0,0,0,0,0,0,4,0,0,0,2,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,10,0,0,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,6,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,10,87,2
88,1,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,9,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,2,2,0,0,0,1,0,0,0,0,2,10,88,2
89,0,0,0,0,0,0,0,0,6,0,0,0,2,18,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,10,89,2
90,0,0,0,0,0,1,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,4,0,3,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,2,0,0,2,1,2,0,0,6,0,0,6,0,0,0,0,0,0,4,2,1,28,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,2
91,0,0,0,0,0,1,0,0,6,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,1,0,0,4,1,2,0,0,17,2,1,1,0,0,2,2,2,0,0,1,0,1,0,0,0,0,0,2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,2,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,91,2
