,4dwm,aout,awk,bc,cat,col,compress,cpp,date,download,echo,ed,emacs20,endsessi,env,ex,expr,faces,fgrep,fifo,file,find,finger,fish2,fish4,frm,generic,gethost,getopt,getpgrp,gettxt,grep,hostname,hpost,id,kill,launchef,lc,less,ln,lock,lp,ls,mail,mailp,mailx,man,mc,mediamai,mkdir,mkpts,more,mp,nawk,netscape,netstat,post,postprin,ppost,pr,printf,ps,pwd,rcp,reaper,rm,rmail,rmdir,rshd,sed,sendmail,sh,sleep,ssh,stty,su,suepope4,tail,tcpostio,tcppost,tcsh,tellwm,telnet,test,toolches,touch,tput,true,tset,ul,uname,unlock,unpack,userenv,wait4wm,xauth,xclock,xconfirm,xdm,xhost,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
60,0,0,2,2,12,0,0,0,6,1,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,13,1,2,3,0,2,2,3,2,0,0,0,0,6,5,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,7,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,60,2
61,1,0,0,0,5,0,0,1,7,2,1,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,16,2,0,0,4,0,1,0,0,0,0,0,0,0,1,0,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,3,6,0,0,1,0,0,0,9,1,0,2,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,12,61,2
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,62,2
63,0,0,1,1,8,0,0,0,5,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,10,1,1,1,0,1,2,1,1,0,2,0,0,3,2,2,3,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1,3,0,1,0,2,3,4,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,2,2,0,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,12,63,2
64,1,0,1,1,6,0,0,1,2,0,1,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,4,1,3,1,1,0,2,0,0,1,0,1,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,9,10,0,0,3,0,0,0,0,0,0,2,0,1,1,0,0,1,3,0,3,0,0,1,1,0,0,1,1,1,1,1,1,1,1,12,64,2
65,0,0,1,1,8,0,0,0,8,2,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,17,2,1,2,0,1,1,1,1,0,0,0,0,3,3,3,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,5,0,1,0,4,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,65,2
66,0,0,1,1,6,0,0,0,5,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,11,1,1,1,0,1,1,1,1,0,0,0,0,2,2,2,3,7,0,4,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0,2,0,2,18,3,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,66,2
67,1,0,1,1,6,0,0,1,2,0,1,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,4,1,3,1,1,0,2,0,0,0,1,1,0,5,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,9,11,0,0,3,0,0,0,0,0,0,2,0,1,1,0,0,1,3,0,3,0,0,1,1,0,0,1,1,1,1,1,1,1,1,12,67,2
68,0,0,2,2,10,0,0,0,7,1,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,15,3,2,3,0,2,2,2,2,0,0,0,0,6,5,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,68,2
69,0,0,0,0,6,0,0,0,9,3,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,20,4,0,0,4,0,1,0,0,0,0,0,0,0,1,0,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,3,2,1,0,0,0,0,0,12,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,69,2
70,2,0,0,0,3,0,0,2,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,11,0,0,5,0,0,0,0,0,0,4,0,2,2,0,0,0,4,0,4,0,0,2,2,0,0,1,2,2,2,2,2,2,2,12,70,2
71,0,0,1,1,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,1,1,0,1,2,1,1,0,2,0,0,2,1,2,0,14,0,7,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,29,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,71,2
72,1,0,0,0,4,0,0,1,3,1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,4,0,2,0,0,0,2,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,8,10,0,0,3,0,0,0,4,1,0,2,0,1,1,0,0,1,3,0,3,1,0,1,1,0,0,1,1,1,1,1,1,1,1,12,72,2
73,0,0,2,2,10,0,0,0,7,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,13,1,2,1,0,2,2,2,2,0,0,0,0,5,1,4,3,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,4,0,1,0,2,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,73,2
74,0,0,2,2,10,0,0,0,7,1,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,14,1,2,3,0,2,2,2,2,0,0,0,0,4,5,4,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,74,2
75,1,0,0,0,5,0,0,1,6,2,1,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,13,2,0,0,4,0,1,0,0,0,2,0,0,0,2,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,0,6,0,0,2,0,0,0,8,1,0,2,0,1,1,0,0,0,2,0,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,12,75,2
76,0,0,1,1,7,0,0,0,5,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,10,1,1,1,4,1,3,1,1,0,0,0,0,2,2,2,3,6,0,2,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0,1,0,2,9,4,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,76,2
77,1,0,1,1,7,0,0,1,4,1,1,0,0,2,1,0,1,0,0,1,1,1,0,0,0,0,6,1,1,1,0,1,2,1,1,0,2,0,0,2,1,2,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,3,6,0,0,3,0,0,0,1,0,0,2,0,1,1,0,0,2,3,0,3,0,0,1,1,0,0,0,1,1,1,1,1,1,1,12,77,2
78,1,0,0,0,3,0,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,4,0,2,0,0,0,2,0,0,0,1,0,2,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,15,10,0,0,3,0,0,0,3,1,0,2,0,1,1,0,0,0,3,0,3,1,0,1,1,0,0,1,1,1,1,1,1,1,1,12,78,2
79,0,0,1,1,7,0,0,0,6,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,11,1,2,1,0,2,2,1,2,0,0,0,0,2,1,3,3,4,0,0,0,0,0,2,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,3,0,1,0,2,12,5,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,79,2
80,0,0,2,2,11,0,0,0,9,2,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,18,2,1,2,0,1,1,2,1,0,0,0,0,4,3,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,80,2
81,1,0,0,0,3,4,0,1,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,0,1,0,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,1,20,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,4,1,2,1,1,0,0,0,1,1,0,1,1,1,0,12,81,2
82,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,82,2
83,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,8,0,1,1,0,1,2,0,2,0,0,0,0,2,2,2,3,0,0,1,0,0,2,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,2,3,14,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12,83,2
84,0,0,0,0,4,4,1,0,5,0,0,0,0,0,0,0,3,0,0,2,1,3,0,0,0,0,11,0,3,1,0,3,2,0,3,0,0,0,0,2,2,5,3,0,0,1,3,0,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,2,0,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,84,2
85,0,0,1,0,5,0,0,0,3,0,0,0,0,0,0,0,1,0,1,2,2,1,0,0,0,0,11,0,3,1,0,2,3,0,3,0,0,0,0,4,2,5,4,0,1,1,0,0,0,1,0,4,3,3,0,0,2,0,0,0,0,0,2,0,0,4,0,1,0,2,0,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,85,2
86,0,0,1,0,8,0,0,0,7,2,0,0,0,0,0,0,3,0,0,4,1,1,0,0,0,0,17,2,1,2,0,1,1,0,1,0,0,0,0,2,3,2,6,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,4,3,3,1,0,0,0,0,0,8,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,86,2
87,0,0,1,0,6,0,0,0,7,2,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,17,2,1,1,0,1,1,0,1,0,0,0,0,2,3,2,5,0,0,0,0,0,1,1,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,3,0,7,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,87,2
88,0,0,1,0,3,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,6,1,1,1,0,1,1,0,1,0,0,0,0,2,1,2,1,0,0,1,0,0,8,1,0,12,1,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,1,6,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,88,2
89,0,0,1,0,6,0,0,0,5,1,0,1,0,0,0,0,1,0,0,3,1,1,0,0,0,0,14,1,1,1,0,1,1,0,1,0,0,0,0,2,3,2,5,0,0,0,0,0,1,1,0,6,1,1,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,3,0,11,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,89,2
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,90,2
91,0,0,2,1,7,0,0,0,5,1,0,0,0,0,0,1,2,0,0,1,2,2,0,0,0,0,9,1,2,1,0,2,2,1,2,0,0,0,0,4,1,3,1,0,0,0,0,0,3,1,0,7,1,2,0,0,2,1,3,0,0,0,0,0,0,3,0,0,0,1,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,91,2
92,0,0,1,1,9,0,0,0,6,1,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0,16,3,2,2,0,2,2,1,2,0,0,0,0,2,4,4,5,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,2,0,6,1,0,0,0,0,1,5,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,92,2
93,0,0,0,0,6,0,0,0,11,3,0,0,0,0,0,0,2,0,0,3,1,2,0,0,0,0,22,3,2,1,0,2,2,0,2,0,0,0,0,2,2,3,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,1,0,0,0,0,0,8,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,93,2
94,0,0,1,1,10,0,0,0,8,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,21,1,1,1,0,1,1,1,1,0,0,0,0,2,2,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,5,0,1,0,4,0,2,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,94,2
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,95,2
96,1,0,0,0,2,4,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,2,0,0,0,1,0,0,1,0,0,4,0,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,20,0,0,3,0,0,0,0,1,0,2,0,1,1,0,0,0,3,2,3,0,2,1,1,0,0,1,1,1,1,1,1,1,1,12,96,2
97,2,0,0,0,2,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,4,0,1,2,0,0,0,3,0,3,0,0,1,1,0,0,3,2,1,2,1,1,1,2,12,97,2
98,1,0,0,0,4,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,1,6,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,5,24,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,1,0,1,0,0,0,5,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,12,98,2
99,0,0,1,1,7,0,0,1,4,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,5,0,1,1,4,1,3,1,1,0,2,0,0,2,1,2,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,3,0,1,0,0,0,1,2,0,0,0,1,6,8,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,3,0,0,1,1,0,0,0,0,1,0,1,1,1,0,12,99,2
100,0,0,1,1,8,0,0,0,7,2,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0,16,2,2,1,0,2,2,1,2,0,0,0,0,2,3,3,4,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,4,0,1,0,2,3,3,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,100,2
101,0,0,2,1,7,0,0,0,5,1,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,10,1,1,1,0,1,1,1,1,0,0,0,0,2,2,2,3,3,0,4,0,0,4,1,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,3,0,1,0,2,12,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,101,2
102,0,0,1,0,6,0,0,0,7,2,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,18,2,1,2,0,1,1,0,1,0,0,0,0,4,3,3,5,0,0,0,0,0,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,5,0,1,0,3,3,4,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,102,2
103,0,0,1,1,6,0,0,0,5,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,11,1,1,1,0,1,1,1,1,0,0,0,0,2,3,2,4,5,0,2,0,0,1,1,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,5,0,2,0,3,10,6,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,103,2
104,0,0,2,0,6,0,0,0,5,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,13,1,2,2,0,2,2,0,2,0,0,0,0,4,3,4,4,0,0,0,0,0,1,2,0,1,2,2,0,0,4,0,0,0,0,0,0,0,0,4,0,1,0,3,2,5,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,104,2
105,0,0,1,0,6,0,0,0,7,2,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,17,2,1,1,3,1,2,0,1,0,0,0,0,2,3,2,5,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,3,0,5,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,105,2
106,1,0,0,0,2,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,2,0,0,0,0,0,0,1,0,3,0,0,4,0,1,10,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,3,22,0,0,3,0,0,0,0,0,0,2,0,1,1,0,0,1,3,0,3,0,0,1,1,0,0,2,1,1,1,1,1,1,1,12,106,2
107,0,0,2,0,7,0,0,0,5,1,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,0,13,1,1,2,0,2,1,0,1,0,0,0,0,4,3,4,4,0,0,0,0,0,1,2,0,2,2,1,0,0,4,0,0,0,0,0,0,0,0,4,0,1,0,3,3,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,107,2
108,1,0,0,0,3,0,0,1,3,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,4,0,2,0,0,0,4,0,0,0,1,0,2,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,3,12,0,0,3,0,0,0,4,1,0,2,0,1,1,1,0,0,3,0,3,1,0,1,1,0,0,1,1,1,1,1,1,1,1,12,108,2
109,0,0,1,0,4,0,0,0,4,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,10,1,1,1,0,1,2,0,2,0,0,0,0,2,2,2,3,0,0,0,0,0,6,1,0,9,1,1,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,2,6,16,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,109,2
110,0,0,2,0,7,0,0,0,5,1,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,0,13,1,2,2,0,2,1,0,1,0,0,0,0,4,3,4,4,0,0,0,0,0,1,2,0,1,2,2,0,0,4,0,0,0,0,0,0,0,0,5,0,1,0,3,0,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,110,2
111,1,0,0,0,3,0,0,1,3,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,7,1,1,0,4,0,3,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,3,12,0,0,3,0,0,0,4,1,0,2,0,1,1,0,0,1,3,0,3,1,0,1,1,0,0,1,1,1,1,1,1,1,1,12,111,2
112,0,0,2,0,7,0,0,0,6,1,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,0,14,1,1,2,0,2,1,0,1,0,0,0,0,4,3,4,4,0,0,0,0,0,1,2,0,1,2,1,0,0,4,0,0,0,0,0,0,0,0,4,0,1,0,3,3,5,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,112,2
113,0,0,1,0,5,0,0,0,6,2,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,16,2,1,1,0,1,1,0,1,0,0,0,0,2,2,2,5,0,0,0,0,0,1,1,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,5,0,2,0,3,3,8,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,113,2
114,0,0,2,0,7,0,0,0,6,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,13,1,2,2,0,2,2,0,2,0,0,0,0,4,4,4,3,0,0,0,0,0,2,1,0,1,2,2,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,2,3,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,114,2
115,1,0,0,0,3,0,0,1,3,1,1,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,8,1,1,0,4,1,3,0,1,0,2,0,0,0,1,1,2,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,10,0,0,3,0,0,0,4,1,0,2,0,1,1,0,0,2,3,0,3,1,0,1,1,0,0,1,1,1,1,1,1,1,1,12,115,2
116,0,0,2,0,7,0,0,0,6,2,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,15,2,1,2,0,1,2,0,2,0,0,0,0,4,3,3,4,0,0,0,0,0,1,1,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,4,0,1,0,3,3,5,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,116,2
117,0,0,1,0,5,0,0,0,5,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,14,1,1,1,0,1,1,0,0,0,2,0,0,2,3,2,4,0,0,0,0,0,4,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1,0,2,9,10,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,117,2
118,0,0,1,0,5,0,0,0,4,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,10,1,1,1,0,1,2,0,2,0,0,0,0,2,2,2,3,0,0,1,0,0,5,1,0,5,1,1,0,0,2,0,0,0,0,0,0,0,0,5,0,1,0,2,6,13,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,118,2
119,0,0,2,0,6,0,0,0,5,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,13,1,2,2,0,2,1,0,1,0,0,0,0,4,3,4,3,0,0,0,0,0,1,2,0,3,2,2,0,0,4,0,0,0,0,0,0,0,0,4,0,1,0,2,3,7,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,119,2
120,1,0,0,0,4,0,0,1,3,1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,4,0,2,0,0,0,2,0,0,0,1,0,3,0,0,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,2,3,12,0,0,2,0,0,0,4,1,0,2,0,1,1,0,0,1,2,0,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,12,120,2
121,1,0,1,0,4,0,0,1,1,0,1,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,4,1,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,8,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,2,0,1,1,0,0,2,4,0,4,0,0,1,1,0,0,1,1,1,1,1,1,1,1,12,121,2
