,4dwm,9term,acroread,awk,basename,bc,be,bibtex,cat,cdc,co,col,compress,cpp,cut,date,dc,diff,dirname,download,driver,dvipost,dvips,egrep,emacs20,endsessi,env,expr,faces,fec,fifo,file,find,finger,frm,ftp,generic,gethost,getopt,getpgrp,gettxt,ghostvie,gnuplot,gnuplot_,grep,gs,gzip,hinv,hostname,hpost,id,ispell,java,java_wr,javac,kill,launchef,ld_,less,ln,lock,lp,lpr,ls,mail,make,man,maplesy,mapletty,mediamai,metamail,mimencod,mkdir,mkpts,more,nawk,neqn,netscape,netstat,nroff,pine,post,postprin,ppost,ps,pwd,rbnull,reaper,rlogin,rm,rmdir,rsh,sed,sendmail,sh,sleep,sqpe,ssh,stty,su,tail,tar,tbl,tcpostio,tcppost,tcsh,tellwm,telnet,toolches,touch,tput,tr,true,tset,ul,uname,unlock,unpack,userenv,virtex,wait4wm,whois,xauth,xclock,xconfirm,xdm,xdvi,xdvirea,xhost,xinitrem,xprop,xrdb,xremote,xsetroot,xterm,xwsh,User,Segment,Label
46,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,1,0,2,1,0,0,0,0,1,0,0,3,1,2,1,0,0,14,1,2,1,0,0,0,0,2,0,0,0,4,1,2,0,0,0,0,0,2,0,0,3,2,3,0,6,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,2,0,0,0,1,0,1,0,0,4,1,2,0,1,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0
47,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,17,2,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,3,3,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,4,1,0,4,0,2,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0
48,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,17,2,2,1,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,3,3,0,5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,0,3,0,3,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0
49,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,4,0,0,0,14,1,3,1,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,2,4,0,3,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,4,1,0,2,0,2,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0
50,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,1,2,0,0,0,17,2,2,2,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,3,4,0,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,4,0,3,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0
51,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,15,1,2,1,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,3,3,0,5,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,5,2,0,3,0,3,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0
52,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,2,3,0,0,0,18,1,4,1,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,1,4,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,1
53,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,18,2,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,3,3,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,5,1,0,3,0,2,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0
54,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,8,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,17,8,0,0,0,0,0,1,0,0,8,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1
55,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,11,1,1,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,3,2,0,5,0,0,0,0,0,2,0,0,1,1,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,4,2,0,3,3,5,0,0,0,1,0,0,0,0,4,2,1,0,2,0,0,0,0,3,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0
56,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,6,0,0,0,1,0,2,2,0,1,0,0,1,0,0,2,1,2,0,0,0,10,1,2,1,0,0,0,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,3,2,3,0,3,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,3,4,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,3,0,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,56,0
57,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,4,0,0,3,2,1,0,0,0,19,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,3,3,2,1,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,1
59,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,1,1,0,0,0,18,2,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,3,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,4,3,3,1,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0
60,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,1,2,0,0,0,16,2,3,1,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,2,0,0,2,2,3,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,4,1,0,0,1,0,1,0,0,4,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0
61,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,1,3,0,0,0,21,1,2,1,0,2,0,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,4,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0
62,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,4,0,0,0,19,0,4,0,0,1,0,0,4,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,4,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,0
63,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,23,1,3,1,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,2,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0
64,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,23,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,1,1,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0
65,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,1,2,0,0,0,16,1,2,1,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,3,3,0,5,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,0,3,6,3,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0
66,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,4,0,0,0,14,1,4,1,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,2,2,5,0,5,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,3,1,0,3,0,2,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0
67,0,0,0,1,0,0,0,0,5,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,10,1,0,1,0,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,5,0,0,6,0,0,0,0,0,1,0,2,0,4,3,0,4,0,2,0,0,0,0,0,0,0,4,1,0,6,0,4,0,0,0,0,0,0,0,4,4,1,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,0
68,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,4,0,0,0,15,1,5,1,0,0,0,0,4,1,0,0,4,0,5,0,0,0,0,0,0,0,0,2,1,5,0,7,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0
69,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,14,1,2,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,4,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,3,1,0,0,0,0,1,0,0,8,1,1,0,0,0,1,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,0
70,0,0,0,1,0,1,0,0,7,0,0,6,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,8,1,3,1,0,0,0,0,3,3,0,0,3,1,3,0,0,0,0,0,0,0,0,2,1,4,0,2,0,0,6,0,0,0,0,0,1,0,3,3,0,0,0,1,0,0,1,3,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0
71,0,0,0,1,0,1,0,0,8,0,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,16,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,3,0,5,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,3,0,0,1,3,0,0,0,0,0,2,0,0,5,0,2,0,0,0,0,0,1,0,4,8,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1
73,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,3,0,0,0,8,1,3,1,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,0,2,2,4,3,3,1,0,0,0,0,2,0,0,1,1,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,2,0,8,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,0
74,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,1,2,0,0,0,19,1,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,2,0,8,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,4,3,1,1,0,0,0,0,2,0,0,8,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,0
75,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,16,1,5,1,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,1,1,5,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0
76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,48,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,1
77,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,15,0,5,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,0
78,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,16,0,5,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,0
79,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,17,0,5,0,0,0,0,0,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0
80,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,15,0,6,0,0,0,0,0,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0
81,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,15,0,5,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,0
82,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,4,0,3,0,6,22,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,1
83,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,15,0,5,0,0,1,0,0,5,1,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,4,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,0,0,0,0,0,4,0,0,4,1,1,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,0
84,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,5,0,0,0,14,1,4,1,0,1,0,0,4,1,0,0,4,0,4,0,0,0,0,0,0,0,0,2,1,6,0,5,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,84,0
85,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,5,0,1,0,0,2,0,0,1,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,16,0,0,0,0,0,2,0,0,1,0,5,1,0,11,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,5,0,0,0,0,0,6,0,0,4,1,8,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,85,0
86,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,18,2,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,3,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,0,4,0,3,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,0
87,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,17,2,2,2,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,4,4,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,2,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,0
88,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,16,1,2,2,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,2,0,4,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0
89,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,18,2,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,7,2,0,4,0,4,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,0
90,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,10,1,1,1,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,2,0,0,3,3,2,0,5,1,0,0,0,0,2,0,0,1,1,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,5,1,0,2,0,8,0,0,0,2,0,2,0,0,4,1,2,0,5,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0
91,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,3,0,0,0,15,1,3,2,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,3,5,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,0
92,1,1,0,0,0,0,0,0,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0,5,0,6,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,6,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,92,1
93,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,0,0,4,1,0,0,0,16,0,0,0,10,0,0,2,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,0,0,2,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,3,5,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0
