,4dwm,aout,as,as1,awk,basename,bc,cat,cc1,cfe,chmod,col,compress,cpp,date,detex,dialogs,download,driver,du,dvips,env,ex,expr,exrecove,fifo,fig2dev,file,find,finger,ftp,gcc,generic,gethost,getopt,getpgrp,ghostvie,gr_top,grep,gs,gzip,hostname,hpost,id,kill,launchef,ld,ld_,less,ln,lock,lp,ls,mail,mailx,man,mediamai,metamail,mimencod,mkdir,mkpts,more,nawk,neqn,netscape,netstat,nm,nroff,pdf2ps,post,postprin,ppost,pq,pwd,reaper,rlogin,rm,rmail,rmdir,sed,sendmail,sh,showps,sleep,sort,spell,sprog,ssplay,stty,tail,talk,tar,tbl,tcpostio,tcppost,tcsh,telnet,test,toolches,touch,tput,tr,true,tset,ugen,ul,uname,unlock,unpack,userenv,uuname,virtex,wait4wm,whoami,xcalc,xcalenda,xconfirm,xdm,xfig,xhost,xrdb,xsetroot,xterm,User,Segment,Label
51,0,0,0,0,1,0,0,6,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,1,0,3,0,1,1,1,0,0,16,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,2,2,2,7,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,51,2
52,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,32,12,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,52,2
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,23,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,53,2
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,20,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,54,2
55,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,9,1,1,1,5,0,1,4,0,1,0,1,0,0,0,0,0,2,1,2,6,15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,55,2
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,7,14,19,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,19,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,32,56,2
57,0,0,0,0,1,0,0,6,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,2,11,8,0,0,0,0,0,0,2,0,0,0,0,4,1,4,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,57,2
58,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,1,0,2,1,0,1,0,1,1,1,0,0,6,1,1,1,2,0,1,2,0,1,0,1,0,0,0,0,0,2,1,2,2,12,4,0,0,0,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,32,58,2
59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,31,8,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,59,2
60,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,5,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7,9,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,2,0,8,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,4,1,3,32,60,2
61,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,16,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,17,4,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,1,0,3,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,2,32,61,2
62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,62,2
63,0,2,1,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,2,4,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,63,2
64,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,8,0,0,0,0,0,0,23,0,0,1,0,2,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,32,64,2
65,0,0,0,0,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,1,0,1,0,1,1,0,0,0,6,0,1,1,3,0,1,3,0,2,0,1,0,4,0,0,0,2,1,2,2,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,4,1,0,4,1,0,0,1,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,32,65,2
66,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,4,0,5,1,0,1,0,1,1,0,0,0,8,1,1,1,4,0,1,4,0,1,0,1,0,0,0,0,0,2,3,2,4,8,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,32,66,2
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,21,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,32,67,2
68,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,5,0,4,1,0,2,0,1,1,0,0,0,10,1,1,1,4,0,1,3,0,1,0,1,0,0,0,0,0,2,2,2,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,6,0,4,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,32,68,2
69,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3,24,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,32,69,2
70,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1,0,0,3,0,0,0,1,0,0,15,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,3,1,1,0,0,0,0,0,0,2,0,0,0,0,8,1,5,0,0,0,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,70,2
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,71,2
72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,0,2,0,0,2,0,0,0,4,0,2,1,1,0,2,1,0,3,0,2,0,2,0,0,0,0,2,3,6,19,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,2,0,0,0,0,0,0,1,1,0,0,0,0,1,4,1,0,0,0,12,0,4,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,32,72,2
73,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,5,0,9,1,0,0,0,1,1,0,0,0,2,0,1,0,5,0,1,5,0,2,0,1,0,2,0,0,0,2,0,1,11,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,4,0,3,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,32,73,2
74,0,0,0,0,1,0,0,7,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,1,0,3,0,1,1,0,0,0,20,3,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,3,3,3,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,74,2
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,75,2
76,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1,0,0,2,0,5,0,0,2,0,0,0,0,0,0,10,1,0,0,17,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,32,76,2
77,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,2,0,1,1,0,0,0,10,1,1,1,3,0,1,3,0,1,0,1,0,2,0,0,0,2,2,2,6,1,0,0,0,0,0,0,0,0,1,0,15,1,0,0,0,2,0,0,0,0,0,0,6,0,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,77,2
78,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,2,0,4,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,16,11,1,0,0,0,0,0,0,3,1,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,6,1,0,0,0,0,0,0,1,0,0,4,0,0,0,9,0,0,0,0,5,0,3,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,32,78,2
79,0,0,0,0,2,0,0,6,0,0,0,0,0,0,4,0,0,1,0,0,2,0,5,1,0,2,0,2,1,0,0,0,13,1,1,2,2,0,1,2,0,1,0,1,0,0,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,32,79,2
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,80,2
81,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,1,0,2,0,1,1,0,0,0,10,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,2,2,2,5,11,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,2,3,0,1,2,9,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,32,81,2
82,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,2,0,1,1,0,2,0,1,1,1,0,0,10,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,2,2,2,6,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,2,13,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,32,82,2
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,12,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,32,83,2
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,84,2
85,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,1,0,1,0,1,1,1,0,0,3,0,1,1,4,0,1,3,0,1,0,1,0,0,0,0,0,2,1,2,2,16,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,85,2
86,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,24,10,0,0,0,0,0,0,2,0,0,0,0,4,1,5,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,86,2
87,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,0,0,4,0,1,1,8,0,1,8,0,1,0,1,0,0,0,0,0,2,2,2,2,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,87,2
88,0,0,0,0,1,0,0,5,0,0,0,0,0,0,5,0,0,1,0,0,2,0,2,2,0,2,0,1,2,0,0,0,11,1,2,1,3,0,2,3,0,2,0,2,0,0,0,0,0,2,2,3,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,88,2
89,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,23,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,89,2
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,25,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,32,90,2
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,91,2
92,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,6,0,8,1,0,1,2,1,1,5,0,0,3,0,1,1,6,0,1,6,0,1,0,1,0,2,0,0,0,2,1,2,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,3,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,32,92,2
93,0,1,0,1,0,0,0,2,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,93,2
94,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,16,9,0,0,0,0,0,0,3,0,0,0,0,4,1,7,0,0,0,0,5,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,94,2
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,26,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,32,95,2
96,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,1,0,0,0,1,1,0,0,0,1,0,1,0,5,0,1,11,0,1,0,1,0,0,0,0,0,0,0,1,3,13,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,32,96,2
97,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,3,2,0,0,0,0,0,0,5,0,0,0,0,4,1,14,0,0,0,1,3,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,97,2
98,0,2,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,3,0,2,1,0,0,0,1,1,3,0,0,4,0,1,1,4,0,1,6,0,1,0,1,0,0,0,1,0,2,2,2,3,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,6,0,3,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,32,98,2
99,0,0,0,0,2,0,0,5,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,2,0,1,0,2,2,0,0,0,9,1,2,1,2,0,2,3,0,2,0,2,0,0,0,0,0,5,1,4,6,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,99,2
100,0,0,0,0,1,0,0,6,0,0,0,0,0,0,7,0,0,2,0,0,0,0,1,1,0,3,0,1,1,0,0,0,17,2,1,2,1,0,1,1,0,1,0,1,0,0,0,0,0,2,4,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,100,2
101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,4,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,4,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,26,7,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,101,2
102,0,0,0,0,2,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,2,3,0,0,0,17,0,4,2,0,0,4,0,0,3,0,4,0,0,0,0,0,4,4,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,102,2
103,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,4,0,2,0,0,2,0,0,0,25,0,2,1,3,0,1,3,0,2,0,2,0,0,0,0,0,0,2,3,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,32,103,2
