,4dwm,acroread,awk,basename,bc,capture,cat,chkconfi,chmod,cled,cled_jct,compress,cpp,date,detex,devmoti,diff,download,dpost,drf,dvips,echo,egrep,emacs20,endsessi,env,ex,expr,expreser,exrecove,false,fgrep,fifo,file,find,finger,ftp,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,gzip,help,hostname,hpost,id,ispell,kill,ksh,launchef,less,ln,lock,lp,lpdsend,lpq,ls,mail,man,mediamai,metamail,mimencod,mkdir,mkpts,more,nawk,netscape,netstat,platform,post,postprin,ppost,pq,reaper,resize,richtext,rlogin,rm,rmdir,sed,sendmail,sh,shownona,showps,sleep,slmclien,slmhelpe,sort,spell,sprog,sqpe,ssh,stty,tail,talk,tar,tcpostio,tcppost,tcsh,tektroni,tellwm,telnet,test,toolches,touch,tput,tr,troff,true,tset,tty,uname,unlock,userenv,uudecode,virtex,wait4wm,whereis,whoami,xauth,xclock,xconfirm,xdm,xdvi,xdvirea,xhost,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
46,0,0,1,0,1,0,8,0,0,0,0,0,0,8,0,0,0,2,0,0,1,0,0,0,0,0,3,1,0,0,0,0,3,1,1,0,0,17,2,1,2,0,0,1,0,0,0,1,1,1,0,0,1,0,0,4,3,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,46,0
47,0,0,2,0,1,0,7,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,3,0,0,12,1,3,2,0,1,3,1,0,0,3,1,3,0,0,0,0,0,3,4,5,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,2,1,3,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,47,0
48,1,0,0,0,0,0,3,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,12,1,0,1,4,0,0,0,0,0,2,0,0,0,0,8,2,0,1,3,1,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,2,0,6,0,13,48,0
49,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,7,0,1,0,0,1,6,0,0,0,1,0,0,2,0,0,1,0,0,0,0,2,1,4,1,0,0,0,0,2,1,0,0,0,0,0,0,3,5,0,0,0,0,0,4,4,2,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,13,49,0
50,1,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,1,1,0,0,10,1,0,1,4,0,0,0,0,0,1,0,0,0,0,6,2,0,2,2,1,0,0,3,0,0,3,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,1,2,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,6,0,13,50,2
51,0,0,1,0,0,0,8,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,3,0,1,1,0,1,1,2,0,0,8,0,1,0,0,3,4,0,2,1,2,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,5,0,0,0,0,0,2,2,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,7,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,13,51,2
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,52,2
53,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,7,0,0,0,0,0,1,0,0,0,0,7,1,0,0,4,0,0,0,0,0,1,0,0,0,0,6,4,0,0,1,0,0,0,8,0,0,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,6,1,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,0,13,53,2
54,1,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,9,6,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,4,2,9,0,13,54,2
55,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,8,0,1,0,0,4,6,0,1,0,1,0,0,3,0,0,0,0,0,1,1,0,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,2,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,13,55,2
56,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,6,1,0,0,0,0,3,1,1,0,0,13,1,1,2,0,1,1,2,0,0,1,0,1,0,0,0,0,0,3,4,3,0,0,6,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,56,2
57,1,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,2,0,2,1,0,0,0,0,2,1,1,0,0,10,1,1,1,4,1,1,0,0,0,2,0,1,0,0,6,2,0,2,2,2,0,0,3,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,4,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0,1,1,1,0,0,0,1,0,0,4,0,13,57,2
58,0,0,0,0,0,0,6,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,7,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,2,2,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,1,0,11,1,0,0,0,0,0,0,0,0,1,0,2,2,2,0,13,58,2
59,1,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,2,0,2,1,0,0,0,0,2,1,1,0,0,10,1,1,1,4,3,1,5,0,0,2,0,1,0,0,0,2,0,2,2,2,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,4,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,13,59,2
60,0,0,0,0,0,0,6,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,8,0,1,0,0,9,4,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,2,0,0,7,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,3,0,7,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,2,2,4,0,13,60,2
61,1,0,1,0,0,0,4,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,2,1,0,0,0,10,1,0,1,4,0,0,0,0,0,2,0,0,0,0,8,2,0,2,2,1,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,2,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,6,0,13,61,2
62,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,1,4,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,5,0,0,0,0,0,6,6,3,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,13,62,2
63,1,0,0,0,0,0,6,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,8,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,5,0,0,0,0,0,2,2,1,0,0,7,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,5,0,0,1,0,3,1,0,0,0,1,1,1,0,0,1,1,2,2,6,0,13,63,2
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,10,0,0,3,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,11,7,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,64,2
65,0,0,1,0,0,0,4,0,0,0,0,0,0,4,1,0,1,1,0,0,2,0,0,0,0,0,6,1,0,0,0,0,2,1,1,0,0,10,1,1,1,0,3,1,3,0,0,1,0,1,0,0,0,0,0,3,2,2,0,0,6,0,0,1,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,3,1,2,1,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,65,2
66,1,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,4,0,0,1,0,0,0,0,2,1,1,0,0,10,1,1,1,8,0,1,0,0,0,3,0,1,0,0,0,4,0,2,2,2,0,0,3,0,0,2,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,4,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,13,66,2
67,0,0,1,0,1,0,10,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,8,1,1,0,0,9,4,0,0,0,1,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,1,3,0,1,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,6,0,13,67,2
68,0,0,1,0,0,0,4,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,0,2,1,2,0,0,12,1,1,1,0,0,2,1,0,0,1,0,1,0,0,4,2,0,4,2,2,0,0,8,0,0,1,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,4,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,68,2
69,0,0,1,0,0,0,6,0,0,0,0,0,0,7,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,1,1,0,0,16,1,1,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,2,3,3,1,0,6,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,69,2
70,0,0,1,0,0,0,3,0,0,0,0,0,0,3,1,0,0,1,0,0,3,0,0,0,0,0,13,1,0,0,0,0,1,1,1,0,0,7,1,1,1,0,4,1,5,0,0,1,0,1,0,0,2,0,0,2,2,2,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,70,2
71,0,0,1,0,0,0,5,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,10,1,0,0,0,0,2,1,1,0,0,13,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,2,2,2,0,0,5,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,1,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,71,2
72,1,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,8,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,4,21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,3,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,4,13,72,2
73,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,2,59,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,73,2
74,1,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,9,0,0,0,0,10,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,4,0,2,0,0,0,0,0,0,1,0,0,0,3,1,1,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,2,2,6,0,13,74,2
75,0,0,2,0,0,0,8,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,16,2,2,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,4,3,4,0,0,3,0,0,0,0,0,0,0,0,2,5,0,0,4,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,75,2
76,0,5,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,3,0,0,0,0,0,1,1,1,0,3,0,1,0,0,2,1,2,1,0,1,0,1,0,0,1,6,0,2,0,2,0,0,1,0,0,3,0,0,1,0,0,1,3,1,0,2,0,0,0,0,0,0,0,2,0,0,9,10,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,76,2
77,1,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,7,1,0,1,4,2,0,2,0,0,1,0,0,0,0,1,2,0,0,2,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,2,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,0,13,77,2
78,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,2,0,0,8,0,1,0,0,8,4,0,1,0,1,0,0,2,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,2,2,2,0,13,78,2
79,1,0,1,0,0,0,4,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,9,1,0,1,4,0,0,0,0,0,3,0,0,0,0,8,2,0,2,2,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,4,1,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,2,1,6,0,13,79,2
80,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,6,0,1,0,0,1,4,0,3,0,1,0,0,4,0,0,2,2,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,80,2
81,0,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,10,0,0,0,0,0,2,1,0,0,0,10,1,0,1,0,2,0,3,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,4,0,0,4,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,3,1,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,81,2
82,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,2,0,8,1,0,0,0,0,2,1,1,0,0,10,1,1,1,4,2,1,1,0,0,2,0,1,0,0,0,2,0,2,2,2,0,0,8,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,3,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13,82,2
83,1,0,1,0,0,0,8,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,3,0,1,1,0,0,1,0,0,0,8,0,1,0,0,9,2,0,2,1,2,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,2,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,7,0,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0,2,2,6,0,13,83,2
84,0,0,1,0,0,0,6,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,1,1,0,0,17,2,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,2,3,2,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,84,2
85,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,2,0,0,5,1,0,0,0,0,2,1,3,0,0,10,1,1,1,0,1,3,3,0,0,1,0,1,0,0,1,2,0,2,2,2,0,0,5,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,1,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,13,85,2
86,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,7,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,2,2,6,0,13,86,2
87,0,0,1,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,1,1,1,0,0,5,0,1,1,0,2,1,4,0,0,1,0,1,0,0,1,0,0,3,1,2,0,0,13,0,0,2,2,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,87,2
88,0,5,2,1,0,0,7,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,2,0,0,12,1,2,2,0,0,2,0,0,0,2,0,2,0,0,0,2,0,4,4,4,0,0,2,0,0,0,0,0,0,0,0,2,4,1,0,4,0,0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,88,2
89,0,1,1,0,1,0,8,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,1,0,0,19,3,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,2,2,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,4,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,89,2
90,1,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,0,9,2,0,0,1,0,0,0,2,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,3,1,1,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,7,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,2,2,6,0,13,90,2
91,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,4,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,1,6,0,0,1,0,1,0,0,1,4,0,0,0,1,0,0,4,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,91,2
92,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,2,1,0,0,0,9,1,1,1,0,3,0,23,0,0,1,0,1,0,0,0,0,0,2,2,1,0,0,9,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,92,2
93,0,0,2,0,0,0,7,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,2,0,0,15,0,1,2,0,2,2,6,0,0,1,0,1,0,0,2,0,0,5,3,4,1,0,5,0,0,0,0,0,2,0,1,1,0,0,0,4,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,93,2
