,4dwm,awk,bc,be,cat,chmod,cmp,col,compress,configur,cpp,cut,date,devx11,diff,download,driver,dvips,egrep,elm,endsessi,env,ex,expr,expreser,faces,fec,fifo,file,find,finger,formatd,generic,gethost,getopt,getpgrp,getsampl,gettxt,ghostvie,grep,gs,gzip,head,help,helpfin,helpkey,helpsor,helptop,hostname,hpost,ht,id,init_src,kill,ksh,launchef,ld_,less,ln,lo,lock,lp,lpq,lpr,ls,mail,mailx,man,mediamai,mkdir,mkpts,more,nawk,neqn,netscape,netstat,nroff,perl,ping,platform,post,postprin,postreve,ppost,pq,printf,ps,pwd,randseq,reaper,resize,rlogin,rm,rmdir,rwho,sample,sed,sendmail,sh,shelpmot,showps,sleep,slmclien,slmhelpe,sort,sqpe,stty,tail,tbl,tcpostio,tcppost,tcsh,tellwm,telnet,toolches,touch,tput,tr,true,tset,twm,ul,uname,unlock,unpack,unzip,userenv,virtex,wait4wm,wc,whereis,xclock,xconfirm,xdm,xdvi,xdvirea,xfontsel,xgobi,xhost,xload,xman,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
42,1,0,0,0,2,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,8,0,0,0,1,1,0,0,0,2,5,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,1,0,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,25,42,0
43,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,1,2,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,12,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,0,0,0,0,1,2,0,0,0,0,0,0,8,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,43,0
44,1,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,3,0,0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8,1,4,0,1,0,0,1,0,0,0,0,0,14,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,25,44,0
45,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,8,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,25,45,0
46,1,0,0,0,4,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,25,46,0
47,1,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,13,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,25,47,0
48,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,1,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,0
49,2,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,10,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,1,0,0,2,1,1,2,2,25,49,0
50,1,0,0,0,4,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,2,1,1,2,25,50,2
51,0,1,0,0,6,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,6,0,0,2,0,1,2,0,0,1,7,0,0,0,0,0,3,1,0,14,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25,51,2
52,0,2,0,0,7,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,16,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,3,3,0,0,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,2
53,0,0,0,1,10,1,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,32,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,53,2
54,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,8,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1,0,2,1,0,0,3,8,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,2,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,4,1,5,2,2,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3,25,54,2
55,1,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,2,0,0,0,0,0,0,8,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,11,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,25,55,2
56,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,10,1,0,0,0,1,1,1,0,0,6,1,1,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,2,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,9,0,10,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,25,56,2
57,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,18,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,25,57,2
58,0,0,0,0,3,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,25,58,2
59,1,0,0,0,3,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,8,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,25,59,2
60,0,2,0,0,7,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,16,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,3,4,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,2
61,0,2,0,0,7,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,16,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,3,3,0,0,5,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,61,2
62,0,1,0,0,6,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,18,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,4,4,0,0,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,62,2
63,0,2,0,0,7,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,16,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,4,0,3,3,0,0,4,1,0,0,0,0,0,0,1,0,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,63,2
64,0,2,0,0,7,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,17,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,64,2
65,0,1,0,0,6,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,17,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,3,2,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,65,2
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,50,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,66,2
67,0,2,0,0,8,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,17,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,4,0,3,4,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,67,2
68,0,2,0,0,6,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,14,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,3,3,0,0,5,0,0,0,0,0,0,0,2,0,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,68,2
69,0,1,0,0,6,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,19,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,3,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,69,2
70,0,2,0,0,7,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,16,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,70,2
71,0,3,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,13,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,6,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,71,2
72,0,1,0,0,9,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,24,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,72,2
73,0,2,0,0,8,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,2,2,0,0,20,6,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,4,4,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,73,2
74,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,74,2
75,0,1,0,0,8,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,1,1,0,0,20,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,5,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,2,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,2
76,0,1,0,0,9,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,24,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,76,2
77,0,2,0,0,6,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,15,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,4,4,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,77,2
78,0,1,0,0,6,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,17,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,3,2,0,0,5,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,78,2
79,0,2,0,0,7,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,13,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,3,4,0,0,4,1,0,0,0,0,0,1,1,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,79,2
80,1,0,0,0,3,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,15,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,4,1,6,2,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,25,80,2
81,0,0,0,0,4,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,6,0,0,2,0,0,0,0,0,7,9,0,0,0,3,1,9,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,25,81,2
82,0,2,0,0,6,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,2,0,0,0,3,2,2,0,0,13,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,0,3,4,0,0,6,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,82,2
83,0,1,0,0,6,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,1,2,0,0,17,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,3,3,0,0,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,83,2
84,0,2,0,0,8,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0,19,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,3,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,84,2
85,1,1,0,0,5,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,1,1,0,0,11,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,3,2,0,0,3,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,4,2,7,0,1,1,0,1,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,25,85,2
