,4dwm,arch,awk,bc,cat,cled,cled_jct,compress,cpp,csh,date,dirname,download,dvipost,dvips,echo,egrep,emacs20,endsessi,env,expr,fifo,file,find,finger,gawk,generic,gethost,getopt,getpgrp,gettxt,ghostvie,grep,gs,hostname,hpost,id,ispell,kill,launchef,lks,lmstat,ln,lock,lp,ls,mail,mailx,maketexp,maplesy,matlab,matlab_l,mediamai,mkdir,mkpts,more,movemail,nawk,netscape,netstat,platform,post,postprin,ppost,pq,pr,ps,pwd,reaper,resize,rlogin,rm,rmdir,sed,sendmail,sh,sleep,slmclien,slmhelpe,sqpe,stty,tcpostio,tcppost,tellwm,telnet,test,toolches,touch,tput,true,tset,uname,unlock,userenv,virtex,wait4wm,xbiff,xclock,xconfirm,xdm,xdvi,xdvirea,xhost,xmaplev5,xprop,xrdb,xsetroot,xterm,xwsh,User,Segment,Label
58,1,0,1,0,4,0,0,0,2,0,1,0,0,0,2,1,0,1,0,1,1,0,1,2,0,0,3,0,1,1,0,1,2,1,2,0,1,0,0,2,0,0,2,1,2,3,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,3,9,0,0,0,0,3,0,0,0,0,1,1,0,0,1,3,0,0,1,8,1,0,0,0,1,0,0,1,0,0,2,1,3,0,3,58,0
59,0,0,1,0,5,0,0,0,0,0,6,0,1,0,3,0,0,2,0,0,1,3,1,2,0,0,13,1,1,1,0,3,2,4,1,0,1,0,0,0,0,0,2,2,2,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,3,3,3,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,0
60,0,0,1,0,5,0,0,0,0,0,5,0,2,0,1,0,0,1,0,0,1,3,1,1,0,0,14,2,1,1,0,3,1,3,1,0,1,0,0,0,0,0,2,3,2,6,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,3,3,3,0,0,0,0,0,8,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0
61,1,0,1,1,7,0,0,0,2,0,2,0,0,0,0,1,0,3,2,1,1,0,1,2,0,0,1,0,1,0,4,0,2,0,3,1,1,0,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,3,10,0,0,0,0,3,0,0,2,0,1,1,0,0,1,3,0,0,1,0,1,0,0,1,1,0,0,1,0,1,2,1,2,0,3,61,0
62,0,0,1,1,8,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,3,1,1,0,0,12,1,1,2,0,0,1,0,1,1,1,0,0,0,0,0,4,3,3,4,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,4,1,4,6,6,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,0
63,0,0,1,0,5,0,0,0,0,0,6,0,2,0,1,0,0,1,0,0,1,2,1,3,0,0,16,2,1,1,0,2,3,2,1,0,1,0,0,0,0,0,2,2,2,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,5,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,0
64,0,0,1,0,6,0,0,0,0,0,7,0,2,0,0,0,0,1,0,0,1,4,1,1,0,0,16,2,1,1,0,0,1,0,1,0,1,0,0,2,0,0,2,2,2,7,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,5,1,4,0,6,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,0
65,0,0,2,0,7,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,2,1,2,2,0,0,17,2,2,2,0,3,2,3,2,0,2,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,6,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,0
66,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,1,0,0,0,0,2,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,2,3,66,1
67,0,0,0,0,6,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,3,1,2,0,0,17,2,1,0,0,1,2,1,1,0,1,0,0,0,0,0,2,1,1,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,3,3,6,0,0,0,0,0,12,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,0
68,0,0,2,2,12,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,12,1,1,2,0,0,1,0,2,2,1,0,0,2,0,0,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,1,0,0,0,0,0,3,0,3,0,7,0,0,0,0,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,0
69,1,0,0,0,3,0,0,0,0,0,4,0,1,0,0,0,0,2,2,0,0,2,0,1,0,0,11,1,0,0,4,0,1,0,1,0,0,0,0,6,0,0,1,2,0,5,0,5,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,13,0,0,0,0,0,8,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,3,69,0
70,1,0,1,0,8,0,0,0,2,0,4,0,1,2,1,1,0,0,2,1,1,1,1,1,0,0,6,1,1,1,4,0,1,0,3,1,1,0,0,4,0,0,3,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,5,0,0,0,0,3,0,0,2,0,1,1,0,0,2,3,0,0,1,0,1,0,0,1,1,0,0,1,0,1,2,1,0,0,3,70,0
71,0,0,1,1,4,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,5,0,1,0,0,0,1,0,2,0,1,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,2,1,1,3,16,0,0,0,0,3,4,1,0,0,1,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,1,2,0,3,71,0
72,0,0,1,0,9,0,0,0,0,0,6,0,1,0,1,0,0,1,0,0,1,3,1,2,0,0,13,1,1,2,0,0,2,0,1,1,1,0,0,0,0,0,4,3,3,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,4,1,4,0,6,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,0
73,0,0,0,0,2,0,0,0,2,8,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,1,8,0,0,3,0,0,4,2,0,0,0,0,0,0,0,1,0,12,0,13,1,0,0,0,0,4,0,0,0,1,1,0,0,0,0,6,7,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,3,73,1
74,1,0,0,0,3,0,0,0,2,0,2,0,1,0,0,1,0,0,2,1,0,1,0,0,0,0,6,1,0,0,4,1,0,1,2,0,0,0,0,4,0,0,0,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,12,0,0,0,0,3,4,1,2,0,1,1,0,0,0,3,0,1,1,0,1,0,0,1,1,0,0,1,0,1,2,1,2,0,3,74,0
75,0,0,2,2,11,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,2,1,2,3,0,0,10,1,2,2,0,0,3,0,2,2,2,0,0,0,0,0,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,0,2,0,0,0,0,0,2,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,0
76,0,0,1,1,8,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,13,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,4,1,3,6,11,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,0
77,0,0,1,0,4,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,6,1,1,1,0,1,1,1,3,0,1,0,0,2,0,0,5,1,2,10,1,0,0,0,0,0,0,1,0,0,10,1,0,0,0,2,0,0,0,0,0,0,0,0,8,1,0,1,12,2,0,0,0,0,1,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,1
78,0,0,1,0,4,0,0,0,0,0,4,0,1,0,5,0,0,3,0,0,1,2,1,4,0,0,8,1,1,1,0,3,4,3,2,0,1,0,0,2,0,0,0,2,2,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,3,3,0,0,0,0,1,4,1,0,0,0,0,0,0,2,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,0
79,0,0,1,0,5,0,0,0,0,0,4,0,1,0,4,0,0,1,0,0,1,2,1,2,0,0,12,1,1,2,0,4,2,4,1,0,1,0,0,0,0,0,4,3,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,3,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,0
80,0,0,0,0,8,0,0,0,0,0,12,0,4,0,0,0,0,1,0,0,0,4,0,0,0,0,24,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,0
81,0,0,1,1,8,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,2,1,1,0,0,13,2,1,1,0,0,1,0,1,1,1,0,0,2,0,0,2,2,2,3,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,1,0,0,0,0,0,3,0,3,6,8,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,0
82,0,0,1,0,9,0,0,0,0,0,7,0,1,2,1,0,0,0,0,0,1,3,1,1,0,0,14,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,3,2,2,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,6,5,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,82,0
83,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,4,0,0,0,4,2,0,3,1,0,0,1,0,0,2,0,2,1,0,20,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,1,15,1,0,0,0,0,0,4,1,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,3,83,1
84,0,0,2,0,12,0,0,0,0,0,8,0,2,4,2,0,0,0,0,0,2,1,2,2,0,0,16,2,2,2,0,0,2,0,2,2,2,0,0,0,0,0,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,0
85,1,1,0,0,3,0,0,0,2,8,0,0,0,0,0,0,0,6,1,1,2,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,0,1,5,0,6,1,0,0,4,4,0,0,0,1,1,0,0,1,5,4,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,5,0,0,0,0,3,0,0,1,0,0,1,0,0,1,3,2,0,1,0,1,1,1,0,1,0,0,1,0,1,2,1,0,0,3,85,1
86,0,0,1,0,8,0,0,0,0,0,7,0,1,2,1,0,0,0,0,0,3,1,2,3,0,0,16,1,3,3,0,0,3,0,3,1,3,0,0,0,0,0,5,5,6,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,0
87,0,0,2,1,12,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,2,1,2,2,0,0,14,1,2,1,0,0,2,0,2,2,2,0,0,0,0,0,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,1,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,0
88,0,0,1,1,10,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,2,1,1,0,0,17,2,1,2,0,0,1,0,1,1,1,0,0,0,0,0,2,4,2,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88,0
89,0,0,0,0,6,0,0,0,0,0,10,0,3,0,2,0,0,3,0,0,0,4,0,3,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,0
90,0,0,3,0,12,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,3,0,3,4,0,0,9,0,3,2,0,1,4,1,3,2,3,0,0,0,0,0,6,4,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,0
91,0,0,2,1,11,0,0,0,0,0,6,0,0,2,1,0,0,0,0,0,2,1,2,2,0,0,13,0,2,3,0,0,2,0,2,2,2,0,0,0,0,0,7,5,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,3,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,91,0
92,0,0,1,1,8,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1,2,1,1,0,0,14,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0,2,3,2,7,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,4,1,3,1,5,0,0,0,0,0,8,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,92,0
93,0,0,2,0,11,0,0,0,0,0,6,0,1,4,2,0,1,1,0,0,2,1,2,2,0,0,9,1,2,2,0,0,3,0,2,2,2,0,0,0,0,0,6,2,4,1,0,2,8,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,0
94,0,0,0,0,3,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,1,0,0,3,0,0,0,0,2,0,14,2,19,1,2,0,0,0,0,0,0,2,0,0,5,0,0,0,9,3,0,2,2,2,1,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,94,1
95,0,0,1,0,7,0,0,0,0,0,7,0,1,2,1,0,0,0,0,0,3,1,1,3,0,0,17,1,3,3,0,0,3,0,3,1,3,0,0,0,0,0,3,7,6,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,0
96,0,0,2,0,12,0,0,0,0,0,7,0,1,4,2,0,0,0,0,0,2,1,2,2,0,0,14,1,2,2,0,0,2,0,2,2,2,0,0,0,0,0,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,6,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,0
97,0,0,1,0,9,0,0,0,0,0,9,0,2,2,1,0,0,0,0,0,2,2,1,2,0,0,19,2,2,2,0,0,2,0,3,1,3,0,0,0,0,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,0
98,0,0,2,0,13,0,0,0,0,0,7,0,1,4,2,0,0,0,0,0,2,1,2,2,0,0,15,1,2,2,0,0,2,0,1,2,1,0,0,0,0,0,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,8,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,0
99,0,0,2,0,12,0,0,0,0,0,8,0,1,4,2,0,0,0,0,0,2,1,2,2,0,0,16,1,2,2,0,0,2,0,2,2,2,0,0,0,0,0,6,4,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99,0
100,0,0,1,0,10,0,0,0,0,0,10,0,3,2,1,0,0,0,0,0,1,3,1,1,0,0,19,3,1,1,0,0,1,0,1,1,1,0,0,0,0,0,3,2,2,6,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,1,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0
101,0,0,0,0,9,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,1,1,0,6,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,25,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,102,0
103,1,0,1,0,4,0,0,0,0,0,4,0,1,0,3,0,0,0,2,0,1,2,1,2,0,0,10,1,1,1,4,1,2,1,2,0,1,0,0,2,0,0,2,2,2,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,7,0,0,0,0,0,4,1,2,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,3,0,3,103,0
104,0,0,1,0,9,0,0,0,2,0,4,0,1,2,1,1,0,1,0,1,1,1,1,1,0,0,8,1,1,1,0,0,1,0,2,1,1,0,0,4,0,0,3,1,2,2,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,7,0,0,0,0,3,4,0,0,0,1,0,0,0,2,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,3,104,0
105,0,0,2,0,9,0,0,0,0,0,7,0,1,2,1,0,0,0,0,0,2,2,2,2,0,0,15,1,2,2,0,0,2,0,2,1,2,0,0,0,0,0,5,4,4,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,3,0,3,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,105,0
106,0,0,2,0,10,0,0,0,0,0,8,0,2,2,1,0,0,0,0,0,2,3,2,2,0,0,16,2,2,1,0,0,2,0,2,1,2,0,0,0,0,0,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,4,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,106,0
107,0,0,1,0,9,0,0,0,0,0,8,0,2,2,1,0,0,0,0,0,1,3,1,1,0,0,17,2,1,2,0,0,1,0,1,1,1,0,0,0,0,0,3,4,2,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,4,0,0,0,0,0,8,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,0
108,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,2,0,1,3,0,1,1,0,0,2,0,1,0,1,0,0,0,7,6,2,1,2,12,0,0,0,3,1,1,0,0,0,3,6,5,0,0,0,2,0,0,0,0,0,6,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,108,1
109,0,0,1,0,4,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,3,2,1,2,0,0,12,1,2,1,0,0,2,0,2,0,2,0,0,0,0,0,2,2,3,5,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,2,3,10,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,109,0
110,0,0,3,0,8,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2,1,3,2,0,0,16,1,2,2,0,3,2,3,2,0,2,0,0,0,0,0,6,4,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,110,0
111,0,0,1,0,7,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,2,1,3,0,0,20,2,1,2,0,2,3,2,1,0,1,0,0,0,0,0,2,4,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,4,0,0,0,0,0,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111,0
112,0,0,1,0,9,0,0,0,0,0,7,0,2,2,2,0,0,2,0,0,1,3,1,1,0,0,15,2,1,1,0,1,1,1,1,1,1,0,0,0,0,0,4,2,2,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,112,0
113,0,0,1,0,4,0,0,0,0,0,6,0,1,0,3,0,0,3,0,0,1,3,1,4,0,0,12,1,2,1,0,1,5,1,2,0,2,0,0,0,0,0,2,3,2,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,3,0,3,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,113,0
114,0,0,2,0,7,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,2,3,2,2,0,0,16,2,1,2,0,3,1,2,1,0,1,0,0,1,0,0,4,3,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,3,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,114,0
115,1,0,0,0,4,0,0,0,2,0,2,0,0,0,0,1,0,1,2,1,1,1,1,1,0,0,5,0,1,0,4,0,1,0,3,0,1,0,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,11,0,0,0,0,3,4,1,2,0,1,1,0,0,1,3,0,1,1,0,1,0,0,1,1,0,0,1,0,1,2,1,2,0,3,115,0
116,0,0,2,2,11,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,11,1,1,1,0,0,1,0,1,2,1,0,0,0,0,0,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,1,0,0,0,0,0,4,1,4,3,8,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,116,0
117,1,0,1,1,7,0,0,0,2,0,2,0,0,0,1,1,0,1,2,1,1,0,1,1,0,0,3,0,1,0,4,0,1,0,3,1,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,1,0,0,1,0,0,1,1,1,3,9,0,0,0,0,3,0,1,2,0,1,1,0,0,1,3,0,0,1,2,1,0,0,1,1,0,0,1,0,1,2,1,2,0,3,117,0
