,4dwm,acroread,aout,arch,as1,awk,basename,bash,bc,cat,cfe,col,compress,cpp,csh,date,desktopm,dirname,download,driver,du,dvips,echo,egrep,endsessi,env,ex,expr,faces,false,fifo,fig2dev,file,find,finger,fm,ftp,gawk,generic,gethost,getopt,getpgrp,gettxt,ghostvie,gp,grep,gs,gzip,hostname,hpost,id,imgview,launchef,lc,ld_,less,lks,lmstat,ln,localsq,lock,lp,lpdsend,lpr,ls,mail,mailx,make,man,maplesy,matlab,matlab_l,mc,mediamai,metamail,mimencod,mkdir,mkpts,more,nawk,nedit,neqn,netscape,netstat,nroff,nscal,nslookup,ping,post,postprin,ppost,pr,printf,ps,pwd,reaper,rlogin,rm,rmdir,sed,sendmail,sgihelp,sh,showps,sleep,sqpe,stty,tail,talk,tar,tbl,tcpostio,tcppost,tektroni,tellwm,telnet,toolches,top,touch,tr,true,ugen,ul,uname,unlock,unpack,uopt,userenv,uudecode,virtex,wait4wm,webmagic,whoami,xclock,xconfirm,xdm,xdvi,xdvirea,xemacs1,xfig,xhost,xmaplev4,xmaplev5,xprop,xrdb,xsetroot,xterm,xv,xwsh,User,Segment,Label
41,0,0,0,0,0,1,0,4,0,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,10,1,1,1,0,0,0,1,0,0,2,0,1,0,4,0,0,1,0,0,2,0,2,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,2,8,0,6,0,0,0,1,0,0,0,0,4,1,0,0,2,0,1,0,0,3,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,41,0
42,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,3,0,0,0,5,0,2,1,0,0,0,2,1,0,2,0,2,0,0,0,0,3,0,0,3,0,2,3,0,1,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,19,0,7,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27,42,0
43,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,3,2,0,0,0,0,15,1,2,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,5,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,2,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,43,0
44,0,0,0,0,0,1,0,0,1,12,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,9,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,1,0,2,2,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11,1,2,3,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,44,0
45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,2,1,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,25,0,10,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,27,45,0
46,0,5,0,0,0,1,1,0,0,6,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,1,1,0,0,0,0,12,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,11,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,46,0
47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,32,0,16,4,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,47,0
48,0,0,0,1,0,1,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,4,0,1,1,0,0,0,1,5,0,2,0,1,0,2,0,0,0,0,3,2,0,2,2,0,0,14,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,2,12,0,0,7,0,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27,48,0
49,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,1,10,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,3,0,2,2,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,2,8,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,49,0
50,0,0,0,1,0,1,0,0,0,3,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,17,0,0,0,3,0,1,1,0,5,0,0,0,0,2,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,50,2
51,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,13,1,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,0,4,3,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,2,6,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,51,2
52,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,5,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,3,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,52,2
53,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,1,0,0,0,11,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,6,0,4,0,0,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,6,0,10,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,53,2
54,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,27,0,12,0,0,0,1,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,54,2
55,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,0,12,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,27,55,2
56,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,16,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,1,3,1,0,4,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,56,2
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,12,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,57,2
58,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,6,1,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,25,0,9,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,27,58,2
59,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,5,0,11,0,0,0,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,59,2
60,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,1,0,0,0,21,0,0,0,0,0,1,2,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,1,8,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,60,2
61,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,1,1,0,0,0,0,16,6,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,4,0,0,2,0,1,2,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,3,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,61,2
62,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,6,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,2,0,1,2,0,0,2,0,8,0,0,0,0,0,1,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,2,3,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,62,2
63,0,0,0,0,0,1,0,0,1,7,0,4,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,11,1,2,1,0,0,0,2,0,0,2,1,2,0,0,0,0,0,0,0,2,0,3,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,2,2,1,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,7,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,63,2
64,0,0,0,0,0,2,0,0,2,9,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,16,2,2,2,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,4,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,64,2
65,0,0,0,0,0,3,0,0,2,8,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,9,0,2,2,0,0,0,3,0,0,2,2,2,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,65,2
66,0,0,0,0,0,2,0,0,3,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,11,0,2,3,0,0,0,2,0,0,2,3,2,0,0,0,0,0,0,0,6,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66,2
67,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,67,2
68,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,68,2
69,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,22,3,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,69,2
70,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,1,11,1,2,1,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,2,0,2,3,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,5,1,2,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,70,2
71,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,21,5,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,4,0,0,1,0,1,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,71,2
72,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,2,2,0,0,0,0,16,3,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,3,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,72,2
73,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,14,1,1,1,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,7,0,3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,3,0,0,4,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,73,2
74,0,0,0,0,0,2,0,2,1,6,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,13,1,2,2,0,0,0,2,0,0,2,1,2,0,0,0,0,0,0,0,4,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,4,1,2,0,0,2,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,74,2
75,0,0,0,0,0,3,0,0,2,6,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,3,3,0,0,0,0,12,1,3,2,0,0,0,3,0,0,3,2,3,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,75,2
76,0,0,0,0,0,2,0,0,3,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,14,0,2,3,0,0,0,2,0,0,2,3,2,0,0,0,0,0,0,0,6,0,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,76,2
77,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,1,1,1,0,0,3,0,0,0,0,0,0,1,1,0,0,6,0,8,0,0,0,0,0,3,0,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,3,1,2,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,77,2
78,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,78,2
79,0,0,0,0,0,1,0,2,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,8,0,1,1,0,0,0,1,0,0,2,1,1,0,2,0,0,0,0,0,2,0,3,2,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,1,1,18,0,9,0,0,0,1,0,0,0,0,4,2,0,0,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,79,2
80,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,0,0,0,0,14,1,3,2,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,2,0,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,27,80,2
81,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,19,2,1,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,0,4,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,3,0,0,6,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,81,2
82,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,12,0,2,3,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,11,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27,82,2
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,45,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,83,2
