,mediamai ls,xconfirm endsessi,virtex virtex,ex cfe,ls generic,hpost ppost,download tcpostio,fifo cat,ls sed,rmdir generic,ksh ls,launchef hostname,cat cat,nm ld,ls sh,cat hpost,netscape lks,file ppost,cat generic,download hostname,Unnamed: 0,gettxt gettxt,find virtex,date lp,maplesy ls,sh rm,nawk cpp,rm ls,rm sh,ksh xterm,cat file,gs netscape,gs gs,cat post,mediamai netscape,true grep,emacs20 ls,uname cut,xprop endsessi,more ksh,sh hostname,nawk maplesy,generic cat,ls mkdir,sendmail sendmail,awk ppost,sendmail sh,4dwm xclock,bc postprin,generic ln,userenv wait4wm,gs virtex,post awk,uname nawk,date cat,expr generic,ls expr,sh lock,sh make,lock hostname,generic ls,generic lp,awk cat,gethost gethost,ld_ nm,lock netscape,ln ln,tcppost sh,reaper cat,emacs20 netscape,sed fifo,ex ksh,ln ls,dvips virtex,as1 ld_,sh tcpostio,sh getpgrp,endsessi tellwm,sh xterm,gcc gcc,ugen as1,aout aout,sendmail netscape,sh ls,mkpts env,mkdir expr,xterm ls,rlogin rlogin,sh tr,tcpostio cat,ls ksh,launchef sh,date generic,unlock rmdir,gettxt xconfirm,file post,rm unlock,sh gettxt,cat netstat,cc1 as,ln generic,ls launchef,gettxt hostname,cut which,wait4wm xhost,ls rm,sh metamail,netscape netscape,tcpostio tcpostio,env ksh,hostname gettxt,netscape ls,cc1 gcc,cpp sh,ls netscape,lp sh,hostname id,generic tcppost,cat launchef,dvips gs,getopt true,gs ghostvie,sh sendmail,xrdb mkpts,cpp cc1,grep find,lock generic,rlogin ls,sh launchef,xsetroot reaper,find expr,sh xrdb,mapletty mapletty,postprin date,ftp ksh,ls virtex,uopt ugen,xdm 4dwm,lock lock,emacs20 launchef,fifo rm,netscape emacs20,virtex ksh,as ld_,ksh gettxt,metamail xterm,driver sh,sh cat,maplesy nawk,tr sh,expr expr,toolches 4dwm,rlogin telnet,ls uname,true ls,launchef gettxt,mkdir ls,metamail sh,xclock ksh,download netscape,tellwm xprop,maplesy lks,emacs20 emacs20,tellwm tellwm,ppost awk,ls rlogin,getpgrp lock,lp getpgrp,lks xmaplev5,hostname cat,xterm ksh,generic gethost,ld gcc,launchef launchef,netscape expr,lock ls,cat date,more ls,id nawk,mp cat,lp find,ksh ksh,post rm,sh mediamai,ls ln,ksh userenv,ls emacs20,pine rsh,expr dirname,maplesy mapletty,as gcc,gethost download,netscape tcpostio,xclock xterm,ppost rm,ls grep,sh sh,uname maplesy,ls more,finger ls,ls hostname,ls ls,which which,netstat netscape,netscape sh,gcc aout,generic date,rm generic,more sh,xdm toolches,ls netstat,cat sh,cat ls,mediamai sendmail,cfe uopt,ppost bc,netscape rlogin,ls finger,generic mp,netscape launchef,true true,gcc uname,dirname uname,find mkdir,generic rm,xterm xterm,grep date,virtex dvips,endsessi xdm,more netscape,cat more,netscape ksh,4dwm toolches,nawk getopt,netscape virtex,more more,xterm launchef,netscape hostname,sh netscape,rlogin netscape,ksh ex,finger finger,maplesy netscape,aout uname,generic generic,rm mediamai,ksh cpp,xhost xsetroot,lock true,ld_ driver,Label
21,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,21,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,3,3,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,3,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
23,0,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,1,0,23,0,0,2,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,1,0,1,1,2,2,0,0,0,2,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,1,0,2,1,0,0,0,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
24,0,0,0,0,2,0,2,1,3,2,0,0,0,0,0,0,0,0,2,0,24,0,0,2,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,2,1,1,0,0,0,1,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,6,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
25,0,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,1,1,25,0,0,1,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,1,0,0,1,2,2,0,0,1,2,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0
26,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,2,1,26,0,0,2,0,0,0,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,2,2,0,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
27,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,11,0,12,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
29,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,29,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,1,1,0,0,1,1,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,10,6,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,0,0,0,1,1,1,1,1,0,0,1,2,0,0,1,0,1,1,0,30,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,3,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
31,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0
32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0,0,34,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,33,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,37,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,34,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,4,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,36,0,0,2,0,0,0,2,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
37,0,0,0,0,4,0,3,3,4,1,0,0,0,0,0,0,0,0,4,0,37,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,2,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,10,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,3,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,3,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
39,1,0,0,0,1,1,0,1,2,0,0,0,2,0,0,1,0,1,1,0,39,0,0,1,1,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,2,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,40,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0
41,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,1,0,1,0,0,0,3,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,12,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
42,0,0,1,0,1,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0,42,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,3,1,0,0,1,0,0,0,1,2,0,0,0,0,0,12,3,0,0,1,0,0,1,1,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
43,0,0,0,0,1,0,1,1,2,1,1,1,0,0,0,0,0,0,1,0,43,0,0,2,0,0,0,1,1,0,1,0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,2,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
44,0,0,0,0,2,0,1,2,3,1,0,0,0,0,0,0,0,0,2,1,44,0,0,1,0,0,0,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,2,2,2,0,0,0,2,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
