,mail less,stty tset,maplesy mapletty,magmaex magmaex,ls sed,mail uname,sendmail mail,virtex virtex,Unnamed: 0,gettxt gettxt,maplesy sh,tset magmaex,mail mail,date generic,fmt tcsh,xprop endsessi,tset less,nawk maplesy,tset uname,xterm mapletty,mapletty magmaex,magmaex uname,gs gs,uname nawk,expr w3c,gettxt hostname,mail tcsh,sed fifo,xterm sh,ex sendmail,xdvirea xdvi,purifys sh,tcsh mapletty,tput tcsh,gordon gordon,reaper sh,magmaex tcsh,euphony3 nawk,wait4wm xhost,sh cat,netscape netscape,sh engine,tcpostio tcpostio,mail tput,hostname gettxt,maplesy magmaex,sh mail,stty xmodmap,grep euphony3,hostname stty,tcsh cat,tcsh xterm,sendmail sendmail,mapletty ls,gettxt tellwm,w3c grep,endsessi sh,nawk uname,ls less,maplesy nawk,w3c w3c,xset stty,expr expr,xsetroot xset,mapletty tcsh,cat mail,engine sh,mapletty uname,tset ls,finger tput,xterm gettxt,xmodmap reaper,sh sh,w3c aacdec,sh xdm,ex mail,aacdec expr,expr dirname,tellwm xprop,ex fmt,less less,uname maplesy,ls ls,tput mail,sh less,netstat netscape,generic date,tcsh ex,tcsh hostname,xdm twm,ls ex,tset mail,nawk w3c,mail ls,maplesy cat,grep grep,twm xbiff,less ls,less sh,xhost xsetroot,Label
62,0,3,5,0,0,0,0,0,62,0,1,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,2,0,0,1,1,0,3,0,0,0,3,0,0,0,0,1,14,0,0,0,0,0,3,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,7,1,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,4,0,None
63,0,4,5,1,0,0,0,0,63,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,4,0,5,0,1,0,0,0,0,0,14,0,0,0,0,1,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,None
64,0,5,4,1,0,0,0,0,64,0,2,0,0,0,0,0,0,16,2,0,0,2,0,0,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,5,0,3,0,2,0,0,0,0,0,15,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,None
65,1,4,1,0,0,0,0,0,65,2,0,0,2,0,0,1,1,2,1,3,0,0,0,0,0,1,4,0,2,0,0,0,0,1,0,1,0,0,1,4,5,0,0,3,1,0,2,1,0,4,0,7,0,0,1,0,1,0,0,2,0,1,0,1,4,4,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,2,2,1,0,0,4,1,0,0,0,0,0,0,1,0,4,1,None
66,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
67,0,3,3,0,0,0,0,0,67,0,3,0,2,0,0,0,0,15,1,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,4,15,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,2,0,0,None
68,0,4,5,0,0,0,0,0,68,0,2,0,0,0,0,0,0,15,3,1,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,14,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,None
69,0,2,5,0,0,0,0,0,69,2,1,0,0,0,0,1,0,14,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,2,0,6,0,0,1,0,1,0,0,14,0,0,0,0,4,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,7,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,None
70,1,5,0,0,0,0,0,0,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,0,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,5,0,0,2,0,0,0,2,0,0,5,1,None
71,0,2,0,0,0,0,0,0,71,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,1,0,7,2,0,1,0,0,0,8,0,0,0,2,0,0,7,0,0,3,0,0,0,1,0,0,1,6,0,0,6,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,None
72,0,2,1,0,0,0,0,0,72,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,1,0,9,2,0,1,0,0,0,9,0,0,0,4,0,0,9,0,0,1,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,1,0,None
73,0,3,2,0,0,0,0,0,73,0,1,0,0,0,0,0,0,6,1,1,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,3,0,2,0,0,0,4,0,0,0,6,0,0,4,0,0,3,0,1,0,0,0,0,0,5,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,None
74,0,3,4,4,0,2,0,0,74,0,2,3,0,0,0,0,0,16,0,0,1,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,1,0,0,3,0,3,0,0,0,0,0,0,1,15,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,None
75,0,2,3,0,0,0,0,0,75,2,0,0,0,0,0,1,1,8,0,4,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,4,0,0,0,1,0,1,1,0,2,0,5,0,0,1,0,1,0,3,8,0,1,0,1,4,1,0,3,0,0,1,1,0,0,1,0,0,0,1,0,1,4,1,0,3,1,0,0,2,1,0,0,0,0,0,0,1,2,4,1,None
76,1,4,4,0,0,0,0,0,76,0,2,0,0,0,0,0,1,15,3,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,4,0,3,0,0,0,0,0,0,0,15,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,None
77,0,4,2,0,0,0,1,0,77,2,1,0,0,0,0,1,1,9,0,2,0,0,0,0,0,1,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,1,0,0,4,2,3,2,0,1,0,1,0,1,8,0,0,0,0,2,4,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,4,2,1,0,0,0,0,4,1,0,3,0,0,0,0,1,0,2,0,None
78,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
79,0,6,0,0,0,0,0,0,79,0,0,1,1,0,0,0,0,12,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,6,2,0,0,1,0,0,0,0,1,12,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,6,0,1,1,0,1,5,0,0,0,2,0,None
80,0,5,0,0,0,0,0,0,80,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,1,1,0,1,2,0,0,0,0,0,0,2,1,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,1,0,2,0,0,0,2,3,1,None
81,0,1,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,1,0,None
82,0,3,1,0,0,0,0,0,82,2,1,0,0,0,0,1,0,4,1,0,1,0,0,0,0,1,5,0,2,0,0,0,0,1,0,1,1,0,1,4,0,0,0,0,1,0,0,1,0,3,0,5,0,0,1,0,1,0,0,4,0,1,0,1,0,4,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,0,1,None
83,0,4,7,0,0,0,0,0,83,0,2,0,0,0,0,0,0,18,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,None
84,0,3,4,0,0,0,0,0,84,2,2,0,0,0,0,1,0,13,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,1,0,0,1,0,3,0,4,0,0,1,0,1,0,0,13,0,1,0,1,2,3,0,5,0,0,1,1,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,3,1,0,2,0,0,0,0,1,0,0,1,None
85,0,3,1,0,0,0,0,0,85,2,0,0,0,0,1,1,2,2,0,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,1,2,22,0,0,0,1,0,1,1,0,3,0,2,0,0,1,0,1,0,0,2,2,1,0,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,2,3,0,0,3,1,0,0,0,0,0,0,1,0,4,1,None
86,0,4,0,0,0,0,1,0,86,2,1,0,1,0,2,1,0,4,1,0,0,0,0,0,0,1,4,0,1,1,0,0,0,1,0,1,0,0,1,4,5,0,0,1,1,0,0,1,0,4,0,4,2,0,1,0,1,0,0,4,0,1,0,1,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,2,4,1,0,0,0,0,0,0,1,0,1,1,None
87,0,6,1,2,0,0,0,0,87,0,1,2,1,0,0,0,1,6,0,0,1,2,0,0,0,0,8,0,3,0,0,0,0,2,0,0,0,0,0,6,0,0,0,2,0,1,1,0,0,6,0,5,0,0,0,0,0,0,0,6,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,6,0,0,3,0,0,0,0,0,0,2,0,None
88,0,4,4,0,0,1,0,0,88,0,2,0,0,0,0,0,0,14,1,4,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,4,0,7,0,0,0,0,0,0,0,14,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,None
89,0,7,1,0,0,0,1,0,89,2,0,0,0,0,0,1,2,5,3,0,0,0,0,0,0,1,8,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,0,0,7,2,2,1,0,1,0,1,0,0,6,0,0,0,0,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,3,0,0,0,7,1,0,1,0,0,1,0,1,0,5,0,None
90,0,5,4,8,0,0,0,0,90,0,0,2,0,0,0,0,1,10,2,0,1,1,0,0,0,0,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,10,0,0,0,0,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,None
91,0,3,4,2,0,2,0,0,91,0,0,1,0,0,0,0,1,12,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,2,0,0,2,0,0,0,0,2,12,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,3,0,0,1,0,0,0,1,0,1,5,0,None
92,0,2,5,0,0,0,0,0,92,0,0,0,0,0,0,0,0,18,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,2,1,0,0,1,0,0,0,0,3,18,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,None
93,0,4,4,2,0,1,0,0,93,0,0,0,0,0,0,0,0,16,2,0,2,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,1,0,0,0,0,0,15,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,None
94,0,1,9,1,0,0,0,0,94,0,0,1,0,0,0,0,0,22,0,0,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,None
95,1,4,3,0,0,0,0,0,95,0,0,0,1,0,0,0,2,15,2,0,1,1,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2,0,0,1,0,0,0,0,0,16,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,4,0,0,0,0,0,2,0,0,0,6,0,None
96,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
97,0,4,1,0,0,0,0,0,97,0,3,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,1,0,1,1,0,1,3,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,10,0,1,0,1,1,5,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,1,None
98,1,4,4,0,0,0,0,0,98,2,0,0,0,0,0,1,1,8,1,2,2,1,0,0,0,1,3,0,0,0,1,0,0,0,0,1,1,0,1,3,0,0,0,0,1,0,1,1,0,4,0,5,0,0,1,0,1,0,0,8,0,1,0,1,3,3,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,4,0,0,2,0,0,0,3,1,0,0,0,0,0,0,1,0,4,1,None
99,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
100,0,1,0,0,1,0,0,0,100,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,3,0,0,2,0,None
101,0,0,0,0,3,0,0,0,101,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,None
102,1,0,0,0,2,0,2,0,102,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,8,0,3,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,0,0,2,2,3,0,0,1,0,0,0,0,0,0,0,2,0,None
103,0,3,6,0,0,0,0,0,103,0,2,2,1,0,0,0,0,18,0,1,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,18,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,None
104,0,7,3,0,0,0,0,0,104,0,3,0,0,0,0,0,1,10,2,0,1,1,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,3,0,1,0,0,0,0,1,10,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,None
105,0,5,0,0,0,0,0,0,105,2,0,1,0,0,0,1,1,2,1,2,0,0,0,0,0,1,6,0,3,0,0,0,0,1,0,1,2,0,1,5,2,0,0,2,1,0,3,1,0,5,0,8,0,0,1,0,1,0,0,2,0,1,0,1,2,5,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,5,1,0,0,0,0,0,0,1,0,1,1,None
106,0,8,1,0,0,0,0,0,106,0,2,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,8,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,1,0,None
107,0,3,4,1,0,0,0,0,107,0,0,0,0,0,2,0,0,10,1,2,1,2,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,3,0,6,0,1,0,0,0,0,0,10,0,0,0,0,3,4,0,2,1,0,0,0,0,0,0,1,0,0,0,2,0,5,2,0,0,0,0,1,3,0,2,1,0,1,0,0,0,0,1,0,None
108,0,2,0,0,0,0,0,0,108,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,None
109,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
110,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
111,0,1,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,None
112,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
113,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
114,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
115,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
116,0,1,1,1,0,1,0,0,116,0,1,0,0,0,0,0,0,9,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,9,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,None
117,0,1,7,0,0,0,0,0,117,2,1,0,0,0,0,1,0,19,1,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,0,1,0,0,18,0,0,0,0,4,2,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,None
118,0,4,0,0,0,1,1,0,118,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,3,0,0,1,0,0,1,0,0,0,14,0,None
119,0,3,5,0,0,1,0,0,119,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,2,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,16,0,1,0,1,2,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,1,3,0,1,1,0,0,2,0,0,0,1,1,None
120,0,4,0,0,0,0,1,0,120,2,1,1,0,0,2,1,0,2,0,0,0,1,0,0,0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,2,3,0,0,2,1,0,4,0,0,4,1,3,4,0,1,0,1,0,0,2,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,1,0,0,1,1,0,2,4,1,0,0,0,0,0,0,1,0,5,0,None
121,0,5,0,1,0,0,0,0,121,0,0,1,0,0,0,0,2,8,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,1,0,0,0,5,0,0,0,0,1,1,0,0,0,2,0,None
122,0,2,8,0,0,1,0,0,122,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,20,0,1,0,1,2,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,None
123,0,3,1,0,0,1,0,0,123,2,1,0,1,0,0,1,1,5,0,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,3,1,0,1,0,0,3,0,3,0,0,1,0,1,0,0,5,0,0,0,0,2,3,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,0,1,3,1,0,0,3,1,0,1,0,0,0,0,1,0,4,0,None
124,0,4,7,0,0,0,0,0,124,0,0,1,0,0,0,0,0,20,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,20,0,0,0,0,1,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,None
125,0,6,4,0,0,0,0,0,125,0,0,2,0,0,0,0,0,16,3,0,1,2,0,0,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,16,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,None
126,0,3,9,0,0,0,0,0,126,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,1,19,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,None
