,driver wc,mkdir cat,as1 ld_,aout cfe,ls tcsh,sh tr,Unnamed: 0,nawk cpp,rm ls,sh man,tcsh grep,make efm,less less,head wc,tcsh cfe,sh aout,nawk ld_,sh mkpts,sendmail sendmail,gdb ddd,sendmail sh,date sh,ld gcc,uname nawk,rsh rsh,sh make,cfe driver,make cfe,ld_ nm,tcsh tcsh,mail tcsh,rmdir sh,as1 cfe,tcsh less,nm ld,as gcc,sh efm,gcc gcc,cat cpp,sh ls,less tcsh,cc1 as,efm gdb,tcsh make,cpp imake,ln tcsh,xmkmf sh,stty tcsh,xrdb tcsh,driver tcsh,make ln,imake xmkmf,rm rm,hostname id,getopt true,tcsh cat,cpp cc1,date date,rm uname,emacs20 tcsh,tcsh ld_,ls less,ls rm,tr sh,man man,sh date,cat mail,make rm,ld_ driver,sed sh,sh head,sh wc,efm stty,ugen as1,tcsh stty,sh sh,cfe ugen,sh mediamai,rm rmdir,ls ls,rm cfe,sh less,efm less,mediamai sendmail,wc sh,tcsh xrdb,gcc tcsh,as1 driver,grep date,uopt ugen,col col,grep grep,less date,tcsh ls,less ls,sh sed,cfe uopt,less sh,tcsh uname,tcsh date,Label
62,0,0,0,0,0,0,62,5,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,2,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,3,0,5,0,0,0,0,0,1,3,0,0,0,0,5,0,None
63,0,1,0,0,2,0,63,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,1,0,0,1,1,0,1,0,0,1,8,0,9,1,0,1,8,0,1,1,0,1,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,8,0,None
64,0,0,0,0,0,0,64,0,0,0,2,0,0,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,None
65,0,2,0,0,0,0,65,0,0,0,0,0,1,2,0,0,0,1,0,2,0,15,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,3,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,13,2,1,0,0,2,4,0,0,2,1,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,2,1,1,0,0,0,0,0,1,None
66,0,0,0,0,0,0,66,8,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,9,0,1,0,0,0,0,0,1,0,0,0,8,0,8,0,0,0,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,6,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,8,1,None
67,0,0,0,0,0,0,67,5,0,0,0,1,0,2,0,0,1,0,0,0,0,12,1,6,0,0,0,0,1,0,0,0,0,0,1,6,0,7,0,0,0,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,5,2,None
68,0,0,0,0,0,0,68,0,0,0,0,1,0,4,0,0,1,0,0,0,0,24,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,9,4,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,None
69,0,0,0,0,0,0,69,0,0,0,0,0,0,4,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4,8,3,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,None
70,0,0,0,0,0,0,70,1,0,0,0,0,0,4,0,0,0,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,None
71,0,1,0,0,0,0,71,0,0,0,0,1,0,2,0,0,1,1,0,1,0,16,1,1,0,1,0,0,1,1,1,1,0,0,1,1,3,2,1,0,0,0,1,2,1,0,1,5,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,12,1,1,0,0,3,5,3,0,1,1,0,0,1,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,None
72,0,2,0,0,0,0,72,0,0,0,0,0,1,2,0,0,0,1,0,1,0,20,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,1,0,1,0,2,0,2,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,2,5,1,0,1,2,0,0,2,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,None
73,0,0,0,0,0,0,73,2,0,0,0,1,0,3,0,0,1,0,0,0,0,22,1,3,0,0,0,0,1,0,0,0,0,0,1,2,2,3,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,None
74,0,0,0,0,0,0,74,3,0,0,0,2,0,2,0,0,2,0,0,1,0,17,2,5,0,0,0,0,2,0,0,0,0,0,2,3,1,5,0,0,0,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,1,0,0,0,0,0,0,0,0,0,2,2,None
75,0,0,0,0,0,0,75,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,1,0,0,0,0,0,1,11,0,12,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,None
76,0,1,0,0,0,0,76,1,0,0,0,0,0,1,5,0,1,1,0,0,0,8,1,2,0,1,0,0,1,0,0,1,0,0,1,2,0,3,1,0,0,2,0,1,1,0,1,1,0,5,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,7,0,1,0,0,1,2,0,5,0,1,0,0,1,0,1,0,0,0,3,0,3,5,0,6,0,0,0,0,1,0,6,0,2,1,None
77,0,0,0,0,0,0,77,0,0,0,0,0,0,1,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,1,1,1,0,1,2,0,9,1,0,0,0,0,0,1,1,1,0,3,1,0,10,0,9,0,0,1,0,0,0,9,0,0,0,None
78,0,0,0,0,0,0,78,0,0,0,0,0,0,1,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,1,0,1,2,0,11,0,0,0,0,0,1,0,1,0,0,3,0,0,11,0,11,0,0,1,0,0,0,10,0,0,0,None
79,4,0,4,2,0,0,79,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,5,1,0,3,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,None
80,0,0,0,0,0,0,80,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,0,1,0,0,0,0,0,1,10,0,11,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,None
81,0,1,0,0,0,0,81,2,0,0,0,0,0,2,0,0,0,0,0,1,0,13,0,2,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,3,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,11,1,1,0,0,2,4,1,0,1,1,0,0,1,0,0,0,0,0,6,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,None
82,0,1,0,0,0,0,82,1,0,0,0,1,0,2,0,0,2,1,0,0,0,17,2,3,0,1,0,0,2,0,0,1,0,0,2,2,2,4,1,0,0,1,0,2,1,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,14,0,1,0,0,2,4,2,0,0,1,0,0,1,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,None
83,0,1,0,0,0,0,83,1,1,0,0,0,0,2,0,0,1,1,0,1,0,17,1,2,0,1,0,0,1,0,0,1,0,0,1,1,0,2,1,2,0,1,1,1,1,0,1,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,14,0,1,0,0,3,5,1,0,0,1,0,0,1,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,None
84,0,0,0,0,2,0,84,0,0,0,0,0,0,0,0,0,0,1,8,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,None
85,0,0,0,0,0,0,85,6,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,1,5,0,None
86,0,0,0,0,0,0,86,8,0,0,0,1,0,1,0,0,1,0,0,1,0,7,1,9,0,0,0,0,1,0,0,0,0,0,1,8,0,10,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,None
87,0,0,0,0,0,0,87,0,0,0,0,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0,0,0,1,0,0,0,0,1,0,12,0,13,0,0,0,0,0,0,13,0,0,0,None
88,1,0,2,0,1,0,88,5,0,0,0,0,0,1,0,2,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,7,0,0,2,0,1,2,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,None
89,8,0,8,7,0,0,89,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
90,0,0,0,0,0,0,90,0,0,4,0,0,0,0,0,0,0,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,None
91,9,0,8,8,0,0,91,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
92,3,1,3,2,0,0,92,1,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,1,0,1,0,0,1,0,2,1,4,0,1,0,0,1,1,0,0,2,0,0,1,0,1,3,2,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,7,2,1,7,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,None
93,4,1,6,2,0,0,93,1,0,0,0,0,0,0,0,7,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,5,0,1,0,0,1,1,0,0,2,0,0,1,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,11,0,1,10,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
94,2,0,3,0,0,0,94,1,0,0,0,0,0,0,7,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,6,0,0,0,1,0,0,0,3,0,0,7,0,8,0,0,0,0,0,0,8,0,0,0,None
95,0,0,0,0,0,0,95,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,16,0,0,0,None
96,0,0,0,0,0,0,96,6,0,0,0,0,0,1,2,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,6,2,6,0,0,0,6,0,1,0,0,0,0,0,4,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,7,0,0,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,2,0,0,0,0,0,0,2,0,6,0,None
97,0,1,0,0,0,0,97,7,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,7,0,1,0,0,1,0,0,1,0,0,1,7,0,8,1,0,0,7,0,1,1,0,1,1,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,7,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,7,1,None
98,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,None
99,0,0,0,0,0,0,99,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,10,0,10,0,0,0,11,0,0,0,0,0,1,1,0,0,0,0,0,0,1,11,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,10,0,None
100,0,3,0,0,0,0,100,2,0,0,0,0,0,1,0,0,1,0,0,1,0,8,1,3,0,3,0,0,1,0,0,3,0,0,1,2,1,4,3,0,0,2,2,1,3,0,3,1,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,7,0,3,0,0,1,2,0,0,0,3,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,None
101,0,0,0,0,0,0,101,1,0,0,0,1,0,2,4,0,1,0,0,1,0,16,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,1,1,1,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,2,4,1,4,0,0,0,0,0,0,1,0,0,0,6,0,2,4,0,5,0,0,0,0,0,0,5,0,1,2,None
102,0,0,0,0,0,0,102,0,0,0,0,0,0,1,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,1,0,1,2,0,8,0,0,0,0,0,0,0,1,0,0,3,0,0,9,0,8,0,0,1,0,0,0,8,0,0,1,None
103,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,None
104,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None
105,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,None
106,0,0,0,0,1,6,106,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,None
107,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,None
108,0,0,0,0,0,0,108,0,1,0,0,0,2,0,0,0,0,0,7,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,6,0,0,0,0,2,0,1,0,0,0,3,0,0,1,0,0,None
109,0,0,0,0,0,6,109,0,0,0,0,0,0,0,0,0,0,0,25,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,8,0,13,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
110,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
111,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,None
112,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
113,0,0,0,0,0,0,113,0,1,0,0,0,2,0,0,0,0,0,15,0,9,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,2,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,None
114,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
115,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
116,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
117,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
118,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
119,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
120,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
121,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
122,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
123,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
124,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
125,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
126,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
