,xconfirm endsessi,ls generic,fifo cat,ls sed,mimencod sh,aacdec cat,csh make,cat generic,Unnamed: 0,gettxt gettxt,date lp,nawk cpp,rm ls,rm sh,cat file,cat post,true grep,xprop endsessi,generic cat,cpp cc1,sendmail sh,generic ln,post awk,java csh,uname nawk,expr generic,file post,launchef launchef,gettxt hostname,generic lp,acroread acroread,ln ln,tcppost sh,sed fifo,as gcc,endsessi tellwm,gcc gcc,egrep egrep,mkpts env,launchef sh,date generic,gettxt xconfirm,netscape sendmail,sh gettxt,cc1 as,generic ls,csh launchef,find tail,wait4wm xhost,netscape netscape,tcpostio tcpostio,hostname gettxt,cpp sh,java_wr expr,hostname id,sh netscape,getopt true,endsessi endsessi,xrdb mkpts,sendmail sendmail,sh launchef,xrdb cpp,sh xrdb,generic hostname,launchef gettxt,expr expr,cat mail,tail ls,csh csh,getpgrp lock,egrep java,hostname cat,java java,netscape aacdec,id nawk,cat aiffplay,lp find,post rm,sh mediamai,sendmail netscape,dirname basename,expr dirname,sh sh,env csh,ls ls,mail csh,netstat netscape,netscape sh,generic date,rm generic,mediamai sendmail,aiffplay sh,true true,gcc uname,grep date,nawk getopt,sh aacdec,basename egrep,generic generic,xhost xsetroot,Label
62,0,1,1,2,0,1,0,1,62,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,2,0,0,0,0,0,3,3,0,0,0,0,1,2,0,0,17,3,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,2,0,2,1,0,1,0,0,1,1,0,0,1,0,0
63,0,0,0,0,0,3,0,0,63,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,47,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,1,0,0,2,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,3,0,0,64,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,2,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,8,0,0,65,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,10,0,0,66,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0
67,1,0,0,0,0,1,0,0,67,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,5,0,1,0,1,0,0,3,0,1,9,0,1,2,0,0,0,0,0,1,1,2,1,2,0,0,0,3,0,4,0,0,2,0,0,0,0,0,0,2,1,0,0,2,1,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
68,0,0,0,0,0,0,0,0,68,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
69,0,1,1,2,0,0,0,1,69,0,1,0,1,0,1,1,1,0,0,0,3,1,1,0,0,1,1,0,0,1,0,1,1,2,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,19,3,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,0,1,0,2,1,3,0,1,0,1,1,0,0,1,0,0
70,0,0,0,0,2,6,0,0,70,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,35,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,1,0,0,5,0,1,0,0,0,0,0,2,6,0,0,0,0,2,0,0,0,0
71,0,0,0,0,0,2,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
72,0,0,0,0,1,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,3,0,0,1,1,0,3,0,0,14,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0
73,1,0,0,0,0,0,3,0,73,2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,12,1,1,0,1,1,0,0,0,0,0,1,0,0,1,2,3,0,0,0,0,1,1,1,1,2,0,1,3,1,0,3,0,3,0,3,0,0,0,0,0,1,0,3,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
74,0,0,0,0,0,2,1,0,74,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,3,0,1,0,0,1,2,0,1,2,0,0,4,1,0,2,0,2,0,0,1,0,2,0,0,2,2,3,3,0,1,3,1,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0
75,1,0,0,0,0,5,0,0,75,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,6,1,0,0,0,3,0,3,2,0,5,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0
76,0,0,0,0,0,1,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,1,0,0,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,0,0,0,0,0,0,0,78,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,5,0,1,0,0,0,0,3,0,1,20,0,1,2,0,0,0,0,0,1,0,4,1,2,0,1,0,3,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79,0,0,0,0,0,0,0,0,79,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
80,0,0,0,0,1,0,0,0,80,0,1,0,0,0,1,1,1,0,1,0,3,1,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,42,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,6,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0
81,0,1,1,2,0,0,0,1,81,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,3,0,2,0,0,1,0,1,0,20,3,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,1,0,0,1,0,0
82,0,0,0,0,2,3,0,0,82,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,1,3,0,3,0,0,2,2,2,2,1,0,5,0,1,1,0,0,2,3,0,0,0,0,0,2,0,0,0
83,1,0,0,0,0,5,0,0,83,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,2,0,1,6,0,1,2,0,0,0,0,0,1,0,2,1,2,0,1,0,2,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,4,0,0,0,0,3,0,0,1,0
84,0,0,0,0,0,0,0,0,84,0,1,0,0,0,1,1,1,0,1,0,2,1,1,0,0,1,1,2,0,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,29,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0,1,0,1,1,2,0,0,1,2,0,0,0,1,1,0,0,0,0,0
85,0,2,2,4,0,1,0,2,85,0,1,0,2,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,2,4,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,3,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,1,0,0,2,0,0
86,1,0,0,0,1,3,0,0,86,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,3,0,1,1,0,0,0,1,0,1,9,0,1,2,0,0,2,0,0,1,2,2,1,2,0,1,0,1,0,3,0,0,0,0,1,0,2,0,0,2,1,0,0,1,1,0,1,1,1,0,0,2,3,0,0,0,0,0,0,0,1,0
87,1,0,0,0,0,0,0,0,87,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,6,0,1,0,1,0,0,3,0,1,30,0,1,2,0,0,0,0,0,1,0,4,1,2,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
88,0,0,1,1,0,0,0,0,88,0,1,0,0,0,1,1,1,0,1,0,2,1,1,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,29,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0
89,0,0,0,0,0,0,0,0,89,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
90,0,2,1,2,0,1,0,2,90,0,3,0,1,0,1,1,3,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,2,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,3,3,0,0,1,0,0
91,0,0,0,1,0,0,0,0,91,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,9,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0
92,0,2,2,3,0,0,0,2,92,0,2,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,3,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,9,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,2,1,0,0,2,0,0
93,0,0,0,0,0,0,0,0,93,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,11,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1
94,0,0,0,0,0,1,1,0,94,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,1,0,0,2,2,1,1,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0
95,0,0,0,0,2,5,0,0,95,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,1,0,0,11,0,2,0,0,0,0,0,2,5,0,0,0,0,2,0,0,0,0
96,1,0,0,0,0,0,0,0,96,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,58,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97,1,0,0,0,0,0,0,0,97,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,6,0,1,0,1,0,0,4,0,2,0,0,1,4,0,0,0,0,0,1,1,3,2,4,0,0,0,4,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,3,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,0,1,43,0,1,2,0,0,0,0,0,1,1,3,1,2,0,2,0,3,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
100,0,0,0,0,0,0,0,0,100,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,101,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,102,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,23,0,0,0,0,0,0,0,103,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,104,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,1,1,2,0,0,0,1,105,0,1,0,1,1,1,1,1,0,0,0,2,1,1,0,0,1,1,2,0,1,0,1,1,2,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,8,3,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,0,0,0,1,0,0,0,1,0,2,1,2,0,1,0,1,1,0,0,1,0,0
106,0,0,0,0,4,5,0,0,106,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,13,0,0,0,1,0,3,0,0,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5,0,0,6,2,1,1,2,0,0,0,1,0,0,0,4,4,0,0,0,0,1,1,0,0,0
107,0,0,0,0,0,11,1,0,107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,7,0,0,0,0,4,0,0,0,0
108,1,0,0,0,0,1,0,0,108,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,1,5,0,1,0,1,0,0,3,0,1,11,0,1,2,0,0,2,0,0,1,0,1,1,2,0,0,0,3,0,2,0,0,2,0,1,0,1,0,0,1,0,0,0,2,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
109,0,0,0,0,2,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,8,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,1,2,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,3,1,0,1,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0
111,0,0,0,0,0,0,4,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,2,0,5,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
112,0,0,0,0,0,0,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,5,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
113,0,0,0,0,0,3,1,0,113,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,1,1,2,1,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,2,2,1,3,1,0,2,2,1,2,0,0,0,0,0,1,0,0,2,3,1,0,1,1,0,1,0,0,0
114,0,1,1,2,0,0,1,1,114,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,2,0,0,0,8,1,0,3,0,0,0,0,1,0,0,1,1,3,0,2,2,0,0,0,0,1,0,0,1,2,0,0,5,0,0,2,1,1,0,2,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0
115,1,0,0,0,0,1,1,0,115,2,2,0,0,0,2,2,2,1,2,0,0,2,2,1,0,2,2,1,1,2,0,2,1,0,0,1,0,4,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,2,1,2,2,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,2,2,0,1,0,0,0
116,0,0,1,1,0,0,0,0,116,0,3,0,0,0,3,1,3,0,3,0,0,1,1,0,0,3,1,0,0,3,0,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,3,0,0,1,0,0
117,0,2,1,3,0,0,0,2,117,0,1,0,2,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,2,3,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,17,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,1,0,0
118,0,0,0,0,0,2,0,0,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,120,0,1,0,0,0,1,1,1,0,1,0,3,1,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,43,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,1,0,0,0,0,0
121,0,1,2,3,0,0,0,1,121,0,1,0,1,0,1,1,1,0,1,0,3,1,1,0,0,1,1,0,0,1,0,1,1,3,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,5,3,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,3,2,0,0,0,0,0,0,0,0,3,1,3,0,1,0,1,1,0,0,2,0,0
122,1,1,0,1,0,0,0,1,122,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,2,1,1,0,1,0,1,1,0,1,11,0,1,2,0,0,0,0,0,1,1,0,1,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
123,0,0,0,0,1,0,0,0,123,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,124,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,0,3,1,1,0,0,0,3,125,0,3,0,0,1,2,2,3,0,4,0,1,2,2,0,0,2,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,3,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,3,3,0,0,1,0,0
126,0,11,3,3,0,0,0,11,126,0,3,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,4,0,0,3,0,0
