,xconfirm endsessi,stty tset,hostname env,sh kill,movemail emacs20,ls generic,ls csh,download tcpostio,getopt true,ls sed,rmdir generic,ls expr,kill userenv,launchef hostname,cat cat,lpdsend cat,launchef movemail,rdistd tcsh,cat generic,csh sh,Unnamed: 0,gettxt gettxt,date lp,dvips gs,rm ls,netscape sendmail,userenv csh,cat file,sh csh,cat post,sh man,ls pwd,ghostvie ls,true grep,toolches faces,emacs20 ls,tput ls,xprop endsessi,ps ps,finger finger,nawk maplesy,generic cat,ls mkdir,xdm xprop,rlogin tput,tput netscape,csh ls,generic ln,userenv wait4wm,post awk,expr generic,netscape finger,man unpack,file post,finger tput,generic ls,generic lp,awk cat,sh movemail,gethost gethost,xwsh csh,generic expr,gzip sh,ls tar,xdm 4dwm,ln ln,tcppost sh,xdvi dvips,reaper cat,csh gettxt,sed fifo,ln ls,movemail netscape,sh getpgrp,endsessi tellwm,tset launchef,cat date,csh xterm,resize movemail,tput finger,rshd rdistd,mkdir expr,rlogin finger,rlogin rlogin,tcpostio cat,xdvirea xdvi,launchef sh,date generic,unlock rmdir,gettxt xconfirm,sendmail movemail,sh lock,find expr,rm unlock,ln generic,gettxt hostname,movemail ls,tput launchef,col ul,wait4wm xhost,ls rm,movemail rlogin,netscape netscape,movemail finger,tcpostio tcpostio,hostname gettxt,netscape ls,cpp sh,resize mail,download lpdsend,finger mail,generic rm,hostname id,generic tcppost,ghostvie rm,fifo cat,virtex movemail,hostname stty,gs ghostvie,tput movemail,endsessi xdm,movemail sendmail,xrdb mkpts,sendmail sendmail,grep find,lock generic,csh userenv,rlogin ls,sh launchef,movemail movemail,xsetroot reaper,lock lock,xrdb cpp,sh xrdb,generic download,grep ps,xwsh emacs20,ls virtex,generic tektroni,fifo rm,ls mail,launchef netstat,mail finger,maplesy nawk,pwd ls,tcsh rshd,man man,netscape sh,emacs20 csh,true ls,cat mail,csh csh,sh gs,ls gs,sendmail launchef,emacs20 finger,rm netscape,tset ls,gethost download,tellwm tellwm,getpgrp lock,lp getpgrp,sh netstat,hostname cat,generic gethost,launchef launchef,nawk lmstat,download gs,netscape movemail,more ls,gs xdvirea,emacs20 rlogin,id nawk,ls hostname,lp find,post rm,gs gs,toolches xclock,ls ln,more more,sendmail netscape,csh virtex,virtex virtex,tellwm xprop,ls tput,ps grep,sh sh,env csh,tar ls,movemail launchef,tektroni sh,ls more,csh cpp,faces xclock,tset csh,ls ls,mail csh,csh kill,netstat netscape,csh cat,tellwm xdm,generic date,rm generic,more sh,xclock cat,xdm toolches,gethost tcpostio,sendmail emacs20,mail ls,pq pq,ls sendmail,emacs20 mail,netscape rlogin,ls finger,rlogin csh,netscape launchef,true true,find mkdir,finger sendmail,ls chmod,lp sh,finger csh,grep date,virtex dvips,tset resize,kill wait4wm,unpack col,tset rlogin,csh hostname,mkdir ln,nawk getopt,mkpts hostname,userenv sh,tset mail,grep grep,csh xwsh,movemail pwd,xterm launchef,ul more,finger ls,toolches 4dwm,sh hostname,lock movemail,chmod ls,generic generic,ls grep,4dwm toolches,lmstat lmstat,xhost xsetroot,lock true,Label
21,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,21,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,8,0,0,0,0,2,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,1,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,1,0,1,7,1,0,0,0,0,0,0,0,3,0,1,0,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23,0,4,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,3,1,5,0,0,0,0,2,6,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,3,2,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0,0,1,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
25,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,3,0,0,3,0,25,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,7,1,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,3,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
26,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1,1,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
27,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,5,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,4,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,3,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,22,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,1,5,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,10,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
36,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,36,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,23,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
37,0,1,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,1,0,37,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,3,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,2,1,0,1,2,0,0,0,0,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
38,1,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,2,3,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,5,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0
39,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,4,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,5,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
40,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,40,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,3,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,2,0,1,2,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,4,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,3,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
42,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,42,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
44,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,3,0,0,0,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
